Unidade do agendamento,Grupo,Mês Atendimento,Procedimentos Padronizados,Custo Direto
TATUAPÉ,ESTÉTICA,Junho,PEELING DE DIAMANTE,3205.58
TATUAPÉ,ESTÉTICA,Junho,PRÓ- SHAPE,357.3
TATUAPÉ,ESTÉTICA,Junho,RADIOFREQUÊNCIA,544.35
TATUAPÉ,ESTÉTICA,Maio,CARBOXITERAPIA,506.52000000000004
TATUAPÉ,ESTÉTICA,Maio,CRIOLIPÓLISE,619.02
TATUAPÉ,ESTÉTICA,Maio,DRENAGEM,2023.7
TATUAPÉ,ESTÉTICA,Maio,HECCUS,583.2
TATUAPÉ,ESTÉTICA,Maio,HIDRATAÇÃO,277.92
TATUAPÉ,ESTÉTICA,Maio,LIMPEZA DE PELE,5444.38
TATUAPÉ,ESTÉTICA,Maio,PEELING DE DIAMANTE,3630.81
TATUAPÉ,ESTÉTICA,Maio,PRÓ- SHAPE,357.3
TATUAPÉ,ESTÉTICA,Maio,RADIOFREQUÊNCIA,630.3
TATUAPÉ,ESTÉTICA,Março,CARBOXITERAPIA,144.72
TATUAPÉ,ESTÉTICA,Março,CRIOLIPÓLISE,103.17
TATUAPÉ,ESTÉTICA,Março,DRENAGEM,1156.4
TATUAPÉ,ESTÉTICA,Março,HECCUS,626.4000000000001
TATUAPÉ,ESTÉTICA,Março,HIDRATAÇÃO,231.6
TATUAPÉ,ESTÉTICA,Março,LIMPEZA DE PELE,7510.860000000001
TATUAPÉ,ESTÉTICA,Março,PEELING DE DIAMANTE,2747.64
TATUAPÉ,ESTÉTICA,Março,PRÓ- SHAPE,516.1
TATUAPÉ,ESTÉTICA,Março,RADIOFREQUÊNCIA,315.15
TATUAPÉ,ESTÉTICA,Novembro,CARBOXITERAPIA,795.96
TATUAPÉ,ESTÉTICA,Novembro,CRIOLIPÓLISE,2579.25
TATUAPÉ,ESTÉTICA,Novembro,DRENAGEM,1185.31
TATUAPÉ,ESTÉTICA,Novembro,HECCUS,324.0
TATUAPÉ,ESTÉTICA,Novembro,HIDRATAÇÃO,370.56
TATUAPÉ,ESTÉTICA,Novembro,LIMPEZA DE PELE,3377.9
TATUAPÉ,ESTÉTICA,Novembro,PEELING DE DIAMANTE,785.04
TATUAPÉ,ESTÉTICA,Novembro,PRÓ- SHAPE,158.8
TATUAPÉ,ESTÉTICA,Novembro,RADIOFREQUÊNCIA,229.2
TATUAPÉ,ESTÉTICA,Outubro,CARBOXITERAPIA,1640.16
TATUAPÉ,ESTÉTICA,Outubro,CRIOLIPÓLISE,1031.7
TATUAPÉ,ESTÉTICA,Outubro,DRENAGEM,3035.55
TATUAPÉ,ESTÉTICA,Outubro,HECCUS,1015.2
TATUAPÉ,ESTÉTICA,Outubro,HIDRATAÇÃO,532.68
TATUAPÉ,ESTÉTICA,Outubro,LIMPEZA DE PELE,5325.16
TATUAPÉ,ESTÉTICA,Outubro,PEELING DE DIAMANTE,2682.2200000000003
TATUAPÉ,ESTÉTICA,Outubro,PRÓ- SHAPE,238.20000000000002
TATUAPÉ,ESTÉTICA,Outubro,RADIOFREQUÊNCIA,429.75
TATUAPÉ,ESTÉTICA,Setembro,CARBOXITERAPIA,1423.0800000000002
TATUAPÉ,ESTÉTICA,Setembro,CRIOLIPÓLISE,928.53
TATUAPÉ,ESTÉTICA,Setembro,DRENAGEM,2486.26
TATUAPÉ,ESTÉTICA,Setembro,HECCUS,648.0
TATUAPÉ,ESTÉTICA,Setembro,HIDRATAÇÃO,532.68
TATUAPÉ,ESTÉTICA,Setembro,LIMPEZA DE PELE,3377.9
TATUAPÉ,ESTÉTICA,Setembro,PEELING DE DIAMANTE,2060.73
TATUAPÉ,ESTÉTICA,Setembro,PRÓ- SHAPE,516.1
TATUAPÉ,ESTÉTICA,Setembro,RADIOFREQUÊNCIA,630.3
TATUAPÉ,LAVIEEN,Abril,LAVIEEN,17802.0
TATUAPÉ,LAVIEEN,Agosto,LAVIEEN,7449.75
TATUAPÉ,LAVIEEN,Agosto,PRÓ-SÉRUM,605.16
TATUAPÉ,LAVIEEN,Fevereiro,LAVIEEN,10836.0
TATUAPÉ,LAVIEEN,Julho,LAVIEEN,8417.25
TATUAPÉ,LAVIEEN,Julho,PRÓ-SÉRUM,941.3599999999999
TATUAPÉ,LAVIEEN,Junho,LAVIEEN,11706.75
TATUAPÉ,LAVIEEN,Junho,PRÓ-SÉRUM,672.4
TATUAPÉ,LAVIEEN,Maio,LAVIEEN,12190.5
TATUAPÉ,LAVIEEN,Março,LAVIEEN,9094.5
TATUAPÉ,LAVIEEN,Novembro,LAVIEEN,3579.75
TATUAPÉ,LAVIEEN,Outubro,LAVIEEN,15867.0
TATUAPÉ,LAVIEEN,Outubro,PRÓ-SÉRUM,672.4
TATUAPÉ,LAVIEEN,Setembro,LAVIEEN,11610.0
TATUAPÉ,LAVIEEN,Setembro,PRÓ-SÉRUM,67.24
TATUAPÉ,MEDICINA ESTÉTICA,Abril,BOTOX LIGHT,1787.0600000000002
TATUAPÉ,MEDICINA ESTÉTICA,Abril,BOTOX POWER,12620.619999999999
TATUAPÉ,MEDICINA ESTÉTICA,Abril,CO2 CICATRIZ,378.48
TATUAPÉ,MEDICINA ESTÉTICA,Abril,CO2 OLHEIRAS,189.24
TATUAPÉ,MEDICINA ESTÉTICA,Abril,CO2 ROSTO,1246.2
TATUAPÉ,MEDICINA ESTÉTICA,Abril,DERMAROLLER,808.36
TATUAPÉ,MEDICINA ESTÉTICA,Abril,PEELING QUÍMICO,1347.62
TATUAPÉ,MEDICINA ESTÉTICA,Abril,PREENCHIMENTO,8338.4
TATUAPÉ,MEDICINA ESTÉTICA,Abril,PRÓ-LIPO,1452.85
TATUAPÉ,MEDICINA ESTÉTICA,Abril,PRÓ-MESO,458.2
TATUAPÉ,MEDICINA ESTÉTICA,Abril,RETOQUE,0.0
TATUAPÉ,MEDICINA ESTÉTICA,Abril,SCULPTRA,14478.52
TATUAPÉ,MEDICINA ESTÉTICA,Abril,SECAGEM,202.5
TATUAPÉ,MEDICINA ESTÉTICA,Agosto,BOTOX LIGHT,1624.6000000000001
TATUAPÉ,MEDICINA ESTÉTICA,Agosto,BOTOX POWER,17853.56
TATUAPÉ,MEDICINA ESTÉTICA,Agosto,DERMAROLLER,1039.32
TATUAPÉ,MEDICINA ESTÉTICA,Agosto,PEELING QUÍMICO,626.8
TATUAPÉ,MEDICINA ESTÉTICA,Agosto,PREENCHIMENTO,12507.6
TATUAPÉ,MEDICINA ESTÉTICA,Agosto,PRÓ-LIPO,954.7299999999999
TATUAPÉ,MEDICINA ESTÉTICA,Agosto,PRÓ-MESO,229.1
TATUAPÉ,MEDICINA ESTÉTICA,Agosto,RADIESSE,5398.259999999999
TATUAPÉ,MEDICINA ESTÉTICA,Agosto,RETOQUE,0.0
TATUAPÉ,MEDICINA ESTÉTICA,Agosto,SCULPTRA,26888.68
TATUAPÉ,MEDICINA ESTÉTICA,Agosto,SECAGEM,135.0
TATUAPÉ,MEDICINA ESTÉTICA,Fevereiro,BOTOX LIGHT,649.84
TATUAPÉ,MEDICINA ESTÉTICA,Fevereiro,BOTOX POWER,12312.8
TATUAPÉ,MEDICINA ESTÉTICA,Fevereiro,CO2 CICATRIZ,189.24
TATUAPÉ,MEDICINA ESTÉTICA,Fevereiro,CO2 COLO,428.48
TATUAPÉ,MEDICINA ESTÉTICA,Fevereiro,CO2 PESCOÇO,214.24
TATUAPÉ,MEDICINA ESTÉTICA,Fevereiro,CO2 ROSTO,1495.44
TATUAPÉ,MEDICINA ESTÉTICA,Fevereiro,DERMAROLLER,923.84
TATUAPÉ,MEDICINA ESTÉTICA,Fevereiro,ENZIMA MELASMA,51.12
TATUAPÉ,MEDICINA ESTÉTICA,Fevereiro,PEELING QUÍMICO,1128.24
TATUAPÉ,MEDICINA ESTÉTICA,Fevereiro,PREENCHIMENTO,9529.6
TATUAPÉ,MEDICINA ESTÉTICA,Fevereiro,PRÓ-BELLA,201.29999999999998
TATUAPÉ,MEDICINA ESTÉTICA,Fevereiro,PRÓ-LIPO,1867.9499999999998
TATUAPÉ,MEDICINA ESTÉTICA,Fevereiro,PRÓ-MESO,137.46
TATUAPÉ,MEDICINA ESTÉTICA,Fevereiro,RADIESSE,2313.54
TATUAPÉ,MEDICINA ESTÉTICA,Fevereiro,RETOQUE,0.0
TATUAPÉ,MEDICINA ESTÉTICA,Fevereiro,SCULPTRA,10341.800000000001
TATUAPÉ,MEDICINA ESTÉTICA,Fevereiro,SECAGEM,247.5
TATUAPÉ,MEDICINA ESTÉTICA,Julho,BOTOX LIGHT,2599.36
TATUAPÉ,MEDICINA ESTÉTICA,Julho,BOTOX POWER,17853.56
TATUAPÉ,MEDICINA ESTÉTICA,Julho,DERMAROLLER,923.84
TATUAPÉ,MEDICINA ESTÉTICA,Julho,PEELING QUÍMICO,908.86
TATUAPÉ,MEDICINA ESTÉTICA,Julho,PREENCHIMENTO,14294.400000000001
TATUAPÉ,MEDICINA ESTÉTICA,Julho,PRÓ-LIPO,954.7299999999999
TATUAPÉ,MEDICINA ESTÉTICA,Julho,PRÓ-MESO,320.74
TATUAPÉ,MEDICINA ESTÉTICA,Julho,RADIESSE,3855.8999999999996
TATUAPÉ,MEDICINA ESTÉTICA,Julho,RETOQUE,0.0
TATUAPÉ,MEDICINA ESTÉTICA,Julho,SCULPTRA,27922.86
TATUAPÉ,MEDICINA ESTÉTICA,Julho,SECAGEM,180.0
TATUAPÉ,MEDICINA ESTÉTICA,Junho,BOTOX LIGHT,1624.6000000000001
TATUAPÉ,MEDICINA ESTÉTICA,Junho,BOTOX POWER,11697.16
TATUAPÉ,MEDICINA ESTÉTICA,Junho,CO2 PESCOÇO,214.24
TATUAPÉ,MEDICINA ESTÉTICA,Junho,CO2 ROSTO,498.48
TATUAPÉ,MEDICINA ESTÉTICA,Junho,DERMAROLLER,1385.76
TATUAPÉ,MEDICINA ESTÉTICA,Junho,PEELING QUÍMICO,814.84
TATUAPÉ,MEDICINA ESTÉTICA,Junho,PREENCHIMENTO,8338.4
TATUAPÉ,MEDICINA ESTÉTICA,Junho,PRÓ-BELLA,134.2
TATUAPÉ,MEDICINA ESTÉTICA,Junho,PRÓ-LIPO,1245.3
TATUAPÉ,MEDICINA ESTÉTICA,Junho,PRÓ-MESO,274.92
TATUAPÉ,MEDICINA ESTÉTICA,Junho,RADIESSE,1542.36
TATUAPÉ,MEDICINA ESTÉTICA,Junho,RETOQUE,0.0
TATUAPÉ,MEDICINA ESTÉTICA,Junho,SCULPTRA,16546.88
TATUAPÉ,MEDICINA ESTÉTICA,Junho,SECAGEM,67.5
TATUAPÉ,MEDICINA ESTÉTICA,Maio,BOTOX LIGHT,162.46
TATUAPÉ,MEDICINA ESTÉTICA,Maio,BOTOX POWER,14467.539999999999
TATUAPÉ,MEDICINA ESTÉTICA,Maio,DERMAROLLER,1039.32
TATUAPÉ,MEDICINA ESTÉTICA,Maio,PEELING QUÍMICO,877.52
TATUAPÉ,MEDICINA ESTÉTICA,Maio,PREENCHIMENTO,9827.4
TATUAPÉ,MEDICINA ESTÉTICA,Maio,PRÓ-BELLA,134.2
TATUAPÉ,MEDICINA ESTÉTICA,Maio,PRÓ-LIPO,788.6899999999999
TATUAPÉ,MEDICINA ESTÉTICA,Maio,PRÓ-MESO,229.1
TATUAPÉ,MEDICINA ESTÉTICA,Maio,RADIESSE,5398.259999999999
TATUAPÉ,MEDICINA ESTÉTICA,Maio,RETOQUE,0.0
TATUAPÉ,MEDICINA ESTÉTICA,Maio,SCULPTRA,19649.420000000002
TATUAPÉ,MEDICINA ESTÉTICA,Maio,SECAGEM,135.0
TATUAPÉ,MEDICINA ESTÉTICA,Março,BOTOX LIGHT,649.84
TATUAPÉ,MEDICINA ESTÉTICA,Março,BOTOX POWER,9542.42
TATUAPÉ,MEDICINA ESTÉTICA,Março,DERMAROLLER,461.92
TATUAPÉ,MEDICINA ESTÉTICA,Março,PEELING QUÍMICO,1034.22
TATUAPÉ,MEDICINA ESTÉTICA,Março,PREENCHIMENTO,7742.8
TATUAPÉ,MEDICINA ESTÉTICA,Março,PRÓ-BELLA,268.4
TATUAPÉ,MEDICINA ESTÉTICA,Março,PRÓ-LIPO,1245.3
TATUAPÉ,MEDICINA ESTÉTICA,Março,PRÓ-MESO,274.92
TATUAPÉ,MEDICINA ESTÉTICA,Março,RADIESSE,3084.72
TATUAPÉ,MEDICINA ESTÉTICA,Março,RETOQUE,0.0
TATUAPÉ,MEDICINA ESTÉTICA,Março,SCULPTRA,6205.08
TATUAPÉ,MEDICINA ESTÉTICA,Março,SECAGEM,112.5
TATUAPÉ,MEDICINA ESTÉTICA,Novembro,BOTOX LIGHT,487.38
TATUAPÉ,MEDICINA ESTÉTICA,Novembro,BOTOX POWER,3693.84
TATUAPÉ,MEDICINA ESTÉTICA,Novembro,DERMAROLLER,115.48
TATUAPÉ,MEDICINA ESTÉTICA,Novembro,GLÚTEO MAX,590.16
TATUAPÉ,MEDICINA ESTÉTICA,Novembro,PEELING QUÍMICO,250.72
TATUAPÉ,MEDICINA ESTÉTICA,Novembro,PREENCHIMENTO,2680.2000000000003
TATUAPÉ,MEDICINA ESTÉTICA,Novembro,PRÓ-BELLA,134.2
TATUAPÉ,MEDICINA ESTÉTICA,Novembro,PRÓ-LIPO,581.14
TATUAPÉ,MEDICINA ESTÉTICA,Novembro,PRÓ-MESO,91.64
TATUAPÉ,MEDICINA ESTÉTICA,Novembro,RETOQUE,0.0
TATUAPÉ,MEDICINA ESTÉTICA,Novembro,SCULPTRA,5170.900000000001
TATUAPÉ,MEDICINA ESTÉTICA,Novembro,SECAGEM,90.0
TATUAPÉ,MEDICINA ESTÉTICA,Outubro,BOTOX LIGHT,1462.14
TATUAPÉ,MEDICINA ESTÉTICA,Outubro,BOTOX POWER,17545.739999999998
TATUAPÉ,MEDICINA ESTÉTICA,Outubro,DERMAROLLER,1039.32
TATUAPÉ,MEDICINA ESTÉTICA,Outubro,GLÚTEO MAX,786.88
TATUAPÉ,MEDICINA ESTÉTICA,Outubro,PEELING QUÍMICO,720.82
TATUAPÉ,MEDICINA ESTÉTICA,Outubro,PREENCHIMENTO,16676.8
TATUAPÉ,MEDICINA ESTÉTICA,Outubro,PRÓ-BELLA,201.29999999999998
TATUAPÉ,MEDICINA ESTÉTICA,Outubro,PRÓ-LIPO,1660.3999999999999
TATUAPÉ,MEDICINA ESTÉTICA,Outubro,PRÓ-MESO,229.1
TATUAPÉ,MEDICINA ESTÉTICA,Outubro,RADIESSE,7711.799999999999
TATUAPÉ,MEDICINA ESTÉTICA,Outubro,RETOQUE,0.0
TATUAPÉ,MEDICINA ESTÉTICA,Outubro,SCULPTRA,24820.32
TATUAPÉ,MEDICINA ESTÉTICA,Outubro,SECAGEM,202.5
TATUAPÉ,MEDICINA ESTÉTICA,Setembro,BOTOX LIGHT,1137.22
TATUAPÉ,MEDICINA ESTÉTICA,Setembro,BOTOX POWER,14467.539999999999
TATUAPÉ,MEDICINA ESTÉTICA,Setembro,DERMAROLLER,461.92
TATUAPÉ,MEDICINA ESTÉTICA,Setembro,PEELING QUÍMICO,689.48
TATUAPÉ,MEDICINA ESTÉTICA,Setembro,PREENCHIMENTO,14592.2
TATUAPÉ,MEDICINA ESTÉTICA,Setembro,PRÓ-BELLA,335.5
TATUAPÉ,MEDICINA ESTÉTICA,Setembro,PRÓ-LIPO,954.7299999999999
TATUAPÉ,MEDICINA ESTÉTICA,Setembro,PRÓ-MESO,229.1
TATUAPÉ,MEDICINA ESTÉTICA,Setembro,RADIESSE,10025.34
TATUAPÉ,MEDICINA ESTÉTICA,Setembro,RETOQUE,0.0
TATUAPÉ,MEDICINA ESTÉTICA,Setembro,SCULPTRA,17581.06
TATUAPÉ,MEDICINA ESTÉTICA,Setembro,SECAGEM,112.5
TATUAPÉ,ULTRAFORMER_III,Abril,ULTRAFORMER FULLFACE,11034.3
TATUAPÉ,ULTRAFORMER_III,Abril,ULTRAFORMER FULLFACE + PESCOÇO,2038.16
TATUAPÉ,ULTRAFORMER_III,Abril,ULTRAFORMER PAPADA,2278.08
TATUAPÉ,ULTRAFORMER_III,Abril,ULTRAFORMER PESCOÇO,926.24
TATUAPÉ,ULTRAFORMER_III,Agosto,ULTRAFORMER FULLFACE,14712.4
TATUAPÉ,ULTRAFORMER_III,Agosto,ULTRAFORMER FULLFACE + PESCOÇO,1019.08
TATUAPÉ,ULTRAFORMER_III,Agosto,ULTRAFORMER MAÇA DO ROSTO,420.62
TATUAPÉ,ULTRAFORMER_III,Agosto,ULTRAFORMER OLHOS,1215.6
TATUAPÉ,ULTRAFORMER_III,Agosto,ULTRAFORMER PAPADA,2784.32
TATUAPÉ,ULTRAFORMER_III,Agosto,ULTRAFORMER PESCOÇO,2315.6
TATUAPÉ,ULTRAFORMER_III,Fevereiro,ULTRAFORMER FULLFACE,6620.58
TATUAPÉ,ULTRAFORMER_III,Fevereiro,ULTRAFORMER FULLFACE + PESCOÇO,3057.2400000000002
TATUAPÉ,ULTRAFORMER_III,Fevereiro,ULTRAFORMER OLHOS,243.12
TATUAPÉ,ULTRAFORMER_III,Fevereiro,ULTRAFORMER PAPADA,3543.6800000000003
TATUAPÉ,ULTRAFORMER_III,Fevereiro,ULTRAFORMER PESCOÇO,463.12
TATUAPÉ,ULTRAFORMER_III,Julho,ULTRAFORMER FULLFACE,18390.5
TATUAPÉ,ULTRAFORMER_III,Julho,ULTRAFORMER FULLFACE + PESCOÇO,3057.2400000000002
TATUAPÉ,ULTRAFORMER_III,Julho,ULTRAFORMER MAÇA DO ROSTO,1261.8600000000001
TATUAPÉ,ULTRAFORMER_III,Julho,ULTRAFORMER OLHOS,1944.96
TATUAPÉ,ULTRAFORMER_III,Julho,ULTRAFORMER PAPADA,4556.16
TATUAPÉ,ULTRAFORMER_III,Julho,ULTRAFORMER PESCOÇO,1389.3600000000001
TATUAPÉ,ULTRAFORMER_III,Junho,ULTRAFORMER FULLFACE,11769.92
TATUAPÉ,ULTRAFORMER_III,Junho,ULTRAFORMER FULLFACE + PESCOÇO,5095.400000000001
TATUAPÉ,ULTRAFORMER_III,Junho,ULTRAFORMER MAÇA DO ROSTO,420.62
TATUAPÉ,ULTRAFORMER_III,Junho,ULTRAFORMER OLHOS,1215.6
TATUAPÉ,ULTRAFORMER_III,Junho,ULTRAFORMER PAPADA,4049.92
TATUAPÉ,ULTRAFORMER_III,Junho,ULTRAFORMER PESCOÇO,463.12
TATUAPÉ,ULTRAFORMER_III,Maio,ULTRAFORMER FULLFACE,7356.2
TATUAPÉ,ULTRAFORMER_III,Maio,ULTRAFORMER FULLFACE + PESCOÇO,3057.2400000000002
TATUAPÉ,ULTRAFORMER_III,Maio,ULTRAFORMER MAÇA DO ROSTO,841.24
TATUAPÉ,ULTRAFORMER_III,Maio,ULTRAFORMER OLHOS,729.36
TATUAPÉ,ULTRAFORMER_III,Maio,ULTRAFORMER PAPADA,3796.8
TATUAPÉ,ULTRAFORMER_III,Maio,ULTRAFORMER PESCOÇO,926.24
TATUAPÉ,ULTRAFORMER_III,Março,ULTRAFORMER FULLFACE,6620.58
TATUAPÉ,ULTRAFORMER_III,Março,ULTRAFORMER FULLFACE + PESCOÇO + PAPADA,1258.12
TATUAPÉ,ULTRAFORMER_III,Março,ULTRAFORMER OLHOS,243.12
TATUAPÉ,ULTRAFORMER_III,Março,ULTRAFORMER PAPADA,2531.2
TATUAPÉ,ULTRAFORMER_III,Março,ULTRAFORMER PESCOÇO,463.12
TATUAPÉ,ULTRAFORMER_III,Novembro,ULTRAFORMER FULLFACE,7356.2
TATUAPÉ,ULTRAFORMER_III,Novembro,ULTRAFORMER FULLFACE + PESCOÇO,2038.16
TATUAPÉ,ULTRAFORMER_III,Novembro,ULTRAFORMER MAÇA DO ROSTO,1682.48
TATUAPÉ,ULTRAFORMER_III,Novembro,ULTRAFORMER OLHOS,1215.6
TATUAPÉ,ULTRAFORMER_III,Novembro,ULTRAFORMER PAPADA,3037.44
TATUAPÉ,ULTRAFORMER_III,Novembro,ULTRAFORMER PESCOÇO,1852.48
TATUAPÉ,ULTRAFORMER_III,Outubro,ULTRAFORMER FULLFACE,10298.68
TATUAPÉ,ULTRAFORMER_III,Outubro,ULTRAFORMER FULLFACE + PESCOÇO,3057.2400000000002
TATUAPÉ,ULTRAFORMER_III,Outubro,ULTRAFORMER MAÇA DO ROSTO,2944.34
TATUAPÉ,ULTRAFORMER_III,Outubro,ULTRAFORMER OLHOS,1458.72
TATUAPÉ,ULTRAFORMER_III,Outubro,ULTRAFORMER PAPADA,5568.64
TATUAPÉ,ULTRAFORMER_III,Outubro,ULTRAFORMER PESCOÇO,926.24
TATUAPÉ,ULTRAFORMER_III,Setembro,ULTRAFORMER BRAÇO,1018.12
TATUAPÉ,ULTRAFORMER_III,Setembro,ULTRAFORMER FULLFACE,4413.72
TATUAPÉ,ULTRAFORMER_III,Setembro,ULTRAFORMER FULLFACE + PESCOÇO,2038.16
TATUAPÉ,ULTRAFORMER_III,Setembro,ULTRAFORMER MAÇA DO ROSTO,2103.1
TATUAPÉ,ULTRAFORMER_III,Setembro,ULTRAFORMER OLHOS,2431.2
TATUAPÉ,ULTRAFORMER_III,Setembro,ULTRAFORMER PAPADA,5062.4
TATUAPÉ,ULTRAFORMER_III,Setembro,ULTRAFORMER PESCOÇO,2315.6
TIJUCA,ESTÉTICA,Abril,CARBOXITERAPIA,482.40000000000003
TIJUCA,ESTÉTICA,Abril,CRIOLIPÓLISE,1753.89
TIJUCA,ESTÉTICA,Abril,DRENAGEM,9048.83
TIJUCA,ESTÉTICA,Abril,HECCUS,842.4000000000001
TIJUCA,ESTÉTICA,Abril,HIDRATAÇÃO,115.8
TIJUCA,ESTÉTICA,Abril,LIMPEZA DE PELE,5682.820000000001
TIJUCA,ESTÉTICA,Abril,PEELING DE DIAMANTE,3467.26
TIJUCA,ESTÉTICA,Abril,PRÓ- SHAPE,1389.5
TIJUCA,ESTÉTICA,Abril,RADIOFREQUÊNCIA,1260.6
TIJUCA,ESTÉTICA,Agosto,CARBOXITERAPIA,795.96
TIJUCA,ESTÉTICA,Agosto,CRIOLIPÓLISE,1650.72
TIJUCA,ESTÉTICA,Agosto,DRENAGEM,11708.55
TIJUCA,ESTÉTICA,Agosto,HECCUS,691.2
TIJUCA,ESTÉTICA,Agosto,HIDRATAÇÃO,393.72
TIJUCA,ESTÉTICA,Agosto,LIMPEZA DE PELE,6994.240000000001
TIJUCA,ESTÉTICA,Agosto,PEELING DE DIAMANTE,2682.2200000000003
TIJUCA,ESTÉTICA,Agosto,PRÓ- SHAPE,1508.6000000000001
TIJUCA,ESTÉTICA,Agosto,RADIOFREQUÊNCIA,1719.0
TIJUCA,ESTÉTICA,Fevereiro,CARBOXITERAPIA,988.9200000000001
TIJUCA,ESTÉTICA,Fevereiro,DRENAGEM,8297.17
TIJUCA,ESTÉTICA,Fevereiro,HECCUS,842.4000000000001
TIJUCA,ESTÉTICA,Fevereiro,HIDRATAÇÃO,625.32
TIJUCA,ESTÉTICA,Fevereiro,LIMPEZA DE PELE,3536.86
TIJUCA,ESTÉTICA,Fevereiro,PEELING DE DIAMANTE,1700.92
TIJUCA,ESTÉTICA,Fevereiro,PRÓ- SHAPE,397.0
TIJUCA,ESTÉTICA,Fevereiro,RADIOFREQUÊNCIA,888.15
TIJUCA,ESTÉTICA,Julho,CARBOXITERAPIA,820.08
TIJUCA,ESTÉTICA,Julho,CRIOLIPÓLISE,2888.76
TIJUCA,ESTÉTICA,Julho,DRENAGEM,12662.58
TIJUCA,ESTÉTICA,Julho,HECCUS,907.2
TIJUCA,ESTÉTICA,Julho,HIDRATAÇÃO,115.8
TIJUCA,ESTÉTICA,Julho,LIMPEZA DE PELE,6596.84
TIJUCA,ESTÉTICA,Julho,PEELING DE DIAMANTE,4677.53
TIJUCA,ESTÉTICA,Julho,PRÓ- SHAPE,1508.6000000000001
TIJUCA,ESTÉTICA,Julho,RADIOFREQUÊNCIA,1604.3999999999999
TIJUCA,ESTÉTICA,Junho,CARBOXITERAPIA,675.36
TIJUCA,ESTÉTICA,Junho,CRIOLIPÓLISE,928.53
TIJUCA,ESTÉTICA,Junho,DRENAGEM,11390.54
TIJUCA,ESTÉTICA,Junho,HECCUS,1144.8000000000002
TIJUCA,ESTÉTICA,Junho,HIDRATAÇÃO,46.32
TIJUCA,ESTÉTICA,Junho,LIMPEZA DE PELE,6000.740000000001
TIJUCA,ESTÉTICA,Junho,PEELING DE DIAMANTE,3238.29
TIJUCA,ESTÉTICA,Junho,PRÓ- SHAPE,1270.4
TIJUCA,ESTÉTICA,Junho,RADIOFREQUÊNCIA,1776.3
TIJUCA,ESTÉTICA,Maio,CARBOXITERAPIA,482.40000000000003
TIJUCA,ESTÉTICA,Maio,CRIOLIPÓLISE,1238.04
TIJUCA,ESTÉTICA,Maio,DRENAGEM,10609.97
TIJUCA,ESTÉTICA,Maio,HECCUS,1447.2
TIJUCA,ESTÉTICA,Maio,HIDRATAÇÃO,92.64
TIJUCA,ESTÉTICA,Maio,LIMPEZA DE PELE,5603.34
TIJUCA,ESTÉTICA,Maio,PEELING DE DIAMANTE,2780.35
TIJUCA,ESTÉTICA,Maio,PRÓ- SHAPE,1071.9
TIJUCA,ESTÉTICA,Maio,RADIOFREQUÊNCIA,2120.1
TIJUCA,ESTÉTICA,Março,CARBOXITERAPIA,892.44
TIJUCA,ESTÉTICA,Março,CRIOLIPÓLISE,1341.21
TIJUCA,ESTÉTICA,Março,DRENAGEM,7805.7
TIJUCA,ESTÉTICA,Março,HECCUS,648.0
TIJUCA,ESTÉTICA,Março,HIDRATAÇÃO,115.8
TIJUCA,ESTÉTICA,Março,LIMPEZA DE PELE,6477.62
TIJUCA,ESTÉTICA,Março,PEELING DE DIAMANTE,1831.76
TIJUCA,ESTÉTICA,Março,PRÓ- SHAPE,952.8000000000001
TIJUCA,ESTÉTICA,Março,RADIOFREQUÊNCIA,1432.5
TIJUCA,ESTÉTICA,Novembro,CARBOXITERAPIA,168.84
TIJUCA,ESTÉTICA,Novembro,CRIOLIPÓLISE,515.85
TIJUCA,ESTÉTICA,Novembro,DRENAGEM,5608.54
TIJUCA,ESTÉTICA,Novembro,HECCUS,302.40000000000003
TIJUCA,ESTÉTICA,Novembro,HIDRATAÇÃO,277.92
TIJUCA,ESTÉTICA,Novembro,LIMPEZA DE PELE,3417.6400000000003
TIJUCA,ESTÉTICA,Novembro,PEELING DE DIAMANTE,686.91
TIJUCA,ESTÉTICA,Novembro,PRÓ- SHAPE,992.5000000000001
TIJUCA,ESTÉTICA,Novembro,RADIOFREQUÊNCIA,401.09999999999997
TIJUCA,ESTÉTICA,Outubro,CARBOXITERAPIA,265.32
TIJUCA,ESTÉTICA,Outubro,CRIOLIPÓLISE,412.68
TIJUCA,ESTÉTICA,Outubro,DRENAGEM,12778.22
TIJUCA,ESTÉTICA,Outubro,HECCUS,237.60000000000002
TIJUCA,ESTÉTICA,Outubro,HIDRATAÇÃO,856.92
TIJUCA,ESTÉTICA,Outubro,LIMPEZA DE PELE,5325.16
TIJUCA,ESTÉTICA,Outubro,PEELING DE DIAMANTE,1799.05
TIJUCA,ESTÉTICA,Outubro,PRÓ- SHAPE,1707.1000000000001
TIJUCA,ESTÉTICA,Outubro,RADIOFREQUÊNCIA,401.09999999999997
TIJUCA,ESTÉTICA,Setembro,CARBOXITERAPIA,603.0
TIJUCA,ESTÉTICA,Setembro,CRIOLIPÓLISE,825.36
TIJUCA,ESTÉTICA,Setembro,DRENAGEM,10320.87
TIJUCA,ESTÉTICA,Setembro,HECCUS,604.8000000000001
TIJUCA,ESTÉTICA,Setembro,HIDRATAÇÃO,671.64
