Unidade do agendamento,Grupo,Mês Atendimento,Procedimentos Padronizados,Duração (min)
SOROCABA,ULTRAFORMER_III,Julho,ULTRAFORMER PESCOÇO,80
SOROCABA,ULTRAFORMER_III,Junho,ULTRAFORMER FULLFACE,120
SOROCABA,ULTRAFORMER_III,Junho,ULTRAFORMER MAÇA DO ROSTO,45
SOROCABA,ULTRAFORMER_III,Junho,ULTRAFORMER OLHOS,60
SOROCABA,ULTRAFORMER_III,Junho,ULTRAFORMER PAPADA,60
SOROCABA,ULTRAFORMER_III,Maio,ULTRAFORMER FULLFACE,540
SOROCABA,ULTRAFORMER_III,Maio,ULTRAFORMER MAÇA DO ROSTO,45
SOROCABA,ULTRAFORMER_III,Maio,ULTRAFORMER OLHOS,90
SOROCABA,ULTRAFORMER_III,Maio,ULTRAFORMER PAPADA,120
SOROCABA,ULTRAFORMER_III,Maio,ULTRAFORMER PESCOÇO,40
SOROCABA,ULTRAFORMER_III,Março,ULTRAFORMER FULLFACE,240
SOROCABA,ULTRAFORMER_III,Março,ULTRAFORMER PAPADA,30
SOROCABA,ULTRAFORMER_III,Novembro,ULTRAFORMER FULLFACE,480
SOROCABA,ULTRAFORMER_III,Novembro,ULTRAFORMER FULLFACE + PESCOÇO,270
SOROCABA,ULTRAFORMER_III,Novembro,ULTRAFORMER OLHOS,30
SOROCABA,ULTRAFORMER_III,Novembro,ULTRAFORMER PAPADA,270
SOROCABA,ULTRAFORMER_III,Novembro,ULTRAFORMER PESCOÇO,40
SOROCABA,ULTRAFORMER_III,Outubro,ULTRAFORMER FULLFACE,300
SOROCABA,ULTRAFORMER_III,Outubro,ULTRAFORMER FULLFACE + PESCOÇO + PAPADA,90
SOROCABA,ULTRAFORMER_III,Outubro,ULTRAFORMER MAÇA DO ROSTO,45
SOROCABA,ULTRAFORMER_III,Outubro,ULTRAFORMER OLHOS,180
SOROCABA,ULTRAFORMER_III,Outubro,ULTRAFORMER PAPADA,90
SOROCABA,ULTRAFORMER_III,Outubro,ULTRAFORMER PESCOÇO,40
SOROCABA,ULTRAFORMER_III,Setembro,ULTRAFORMER FULLFACE,840
SOROCABA,ULTRAFORMER_III,Setembro,ULTRAFORMER FULLFACE + PESCOÇO,90
SOROCABA,ULTRAFORMER_III,Setembro,ULTRAFORMER MAÇA DO ROSTO,180
SOROCABA,ULTRAFORMER_III,Setembro,ULTRAFORMER OLHOS,60
SOROCABA,ULTRAFORMER_III,Setembro,ULTRAFORMER PAPADA,90
SÃO BERNARDO,ESTÉTICA,Novembro,CARBOXITERAPIA,90
SÃO BERNARDO,ESTÉTICA,Novembro,DRENAGEM,960
SÃO BERNARDO,ESTÉTICA,Novembro,HECCUS,300
SÃO BERNARDO,ESTÉTICA,Novembro,HIDRATAÇÃO,30
SÃO BERNARDO,ESTÉTICA,Novembro,LIMPEZA DE PELE,1200
SÃO BERNARDO,ESTÉTICA,Novembro,PEELING DE DIAMANTE,330
SÃO BERNARDO,ESTÉTICA,Novembro,PRÓ- SHAPE,420
SÃO BERNARDO,ESTÉTICA,Novembro,RADIOFREQUÊNCIA,120
SÃO BERNARDO,ESTÉTICA,Outubro,CARBOXITERAPIA,210
SÃO BERNARDO,ESTÉTICA,Outubro,CRIOLIPÓLISE,360
SÃO BERNARDO,ESTÉTICA,Outubro,DRENAGEM,1380
SÃO BERNARDO,ESTÉTICA,Outubro,HECCUS,480
SÃO BERNARDO,ESTÉTICA,Outubro,HIDRATAÇÃO,90
SÃO BERNARDO,ESTÉTICA,Outubro,LIMPEZA DE PELE,2520
SÃO BERNARDO,ESTÉTICA,Outubro,PEELING DE DIAMANTE,600
SÃO BERNARDO,ESTÉTICA,Outubro,PRÓ- SHAPE,480
SÃO BERNARDO,ESTÉTICA,Outubro,RADIOFREQUÊNCIA,90
SÃO BERNARDO,ESTÉTICA,Setembro,CARBOXITERAPIA,30
SÃO BERNARDO,ESTÉTICA,Setembro,DRENAGEM,120
SÃO BERNARDO,ESTÉTICA,Setembro,HECCUS,120
SÃO BERNARDO,ESTÉTICA,Setembro,HIDRATAÇÃO,60
SÃO BERNARDO,ESTÉTICA,Setembro,LIMPEZA DE PELE,900
SÃO BERNARDO,ESTÉTICA,Setembro,PEELING DE DIAMANTE,120
SÃO BERNARDO,ESTÉTICA,Setembro,PRÓ- SHAPE,120
SÃO BERNARDO,LAVIEEN,Outubro,LAVIEEN,330
SÃO BERNARDO,LAVIEEN,Outubro,PRÓ-SÉRUM,25
SÃO BERNARDO,MEDICINA ESTÉTICA,Novembro,PEELING QUÍMICO,30
SÃO BERNARDO,MEDICINA ESTÉTICA,Novembro,PREENCHIMENTO,60
SÃO BERNARDO,MEDICINA ESTÉTICA,Novembro,PRÓ-LIPO,75
SÃO BERNARDO,MEDICINA ESTÉTICA,Novembro,RETOQUE,15
SÃO BERNARDO,MEDICINA ESTÉTICA,Novembro,SCULPTRA,30
SÃO BERNARDO,MEDICINA ESTÉTICA,Novembro,SECAGEM,30
SÃO BERNARDO,MEDICINA ESTÉTICA,Outubro,BOTOX POWER,240
SÃO BERNARDO,MEDICINA ESTÉTICA,Outubro,DERMAROLLER,30
SÃO BERNARDO,MEDICINA ESTÉTICA,Outubro,PEELING QUÍMICO,90
SÃO BERNARDO,MEDICINA ESTÉTICA,Outubro,PREENCHIMENTO,420
SÃO BERNARDO,MEDICINA ESTÉTICA,Outubro,PRÓ-LIPO,225
SÃO BERNARDO,MEDICINA ESTÉTICA,Outubro,RETOQUE,105
SÃO BERNARDO,MEDICINA ESTÉTICA,Outubro,SCULPTRA,30
SÃO BERNARDO,MEDICINA ESTÉTICA,Outubro,SECAGEM,120
SÃO BERNARDO,MEDICINA ESTÉTICA,Setembro,BOTOX POWER,180
SÃO BERNARDO,MEDICINA ESTÉTICA,Setembro,PREENCHIMENTO,30
SÃO BERNARDO,MEDICINA ESTÉTICA,Setembro,PRÓ-LIPO,90
SÃO BERNARDO,MEDICINA ESTÉTICA,Setembro,SCULPTRA,60
SÃO BERNARDO,ULTRAFORMER_III,Novembro,ULTRAFORMER FULLFACE,300
SÃO BERNARDO,ULTRAFORMER_III,Novembro,ULTRAFORMER OLHOS,30
TATUAPÉ,ESTÉTICA,Abril,CARBOXITERAPIA,300
TATUAPÉ,ESTÉTICA,Abril,CRIOLIPÓLISE,300
TATUAPÉ,ESTÉTICA,Abril,DRENAGEM,3120
TATUAPÉ,ESTÉTICA,Abril,HECCUS,570
TATUAPÉ,ESTÉTICA,Abril,HIDRATAÇÃO,270
TATUAPÉ,ESTÉTICA,Abril,LIMPEZA DE PELE,8400
TATUAPÉ,ESTÉTICA,Abril,PEELING DE DIAMANTE,3930
TATUAPÉ,ESTÉTICA,Abril,PRÓ- SHAPE,1200
TATUAPÉ,ESTÉTICA,Abril,RADIOFREQUÊNCIA,630
TATUAPÉ,ESTÉTICA,Agosto,CARBOXITERAPIA,1350
TATUAPÉ,ESTÉTICA,Agosto,CRIOLIPÓLISE,1080
TATUAPÉ,ESTÉTICA,Agosto,DRENAGEM,3780
TATUAPÉ,ESTÉTICA,Agosto,HECCUS,1020
TATUAPÉ,ESTÉTICA,Agosto,HIDRATAÇÃO,1350
TATUAPÉ,ESTÉTICA,Agosto,LIMPEZA DE PELE,7740
TATUAPÉ,ESTÉTICA,Agosto,PEELING DE DIAMANTE,3540
TATUAPÉ,ESTÉTICA,Agosto,PRÓ- SHAPE,1020
TATUAPÉ,ESTÉTICA,Agosto,RADIOFREQUÊNCIA,600
TATUAPÉ,ESTÉTICA,Fevereiro,CARBOXITERAPIA,420
TATUAPÉ,ESTÉTICA,Fevereiro,CRIOLIPÓLISE,900
TATUAPÉ,ESTÉTICA,Fevereiro,DRENAGEM,2100
TATUAPÉ,ESTÉTICA,Fevereiro,HECCUS,1200
TATUAPÉ,ESTÉTICA,Fevereiro,HIDRATAÇÃO,1110
TATUAPÉ,ESTÉTICA,Fevereiro,LIMPEZA DE PELE,8880
TATUAPÉ,ESTÉTICA,Fevereiro,PEELING DE DIAMANTE,2580
TATUAPÉ,ESTÉTICA,Fevereiro,PRÓ- SHAPE,540
TATUAPÉ,ESTÉTICA,Fevereiro,RADIOFREQUÊNCIA,510
TATUAPÉ,ESTÉTICA,Julho,CARBOXITERAPIA,990
TATUAPÉ,ESTÉTICA,Julho,CRIOLIPÓLISE,1140
TATUAPÉ,ESTÉTICA,Julho,DRENAGEM,5100
TATUAPÉ,ESTÉTICA,Julho,HECCUS,900
TATUAPÉ,ESTÉTICA,Julho,HIDRATAÇÃO,900
TATUAPÉ,ESTÉTICA,Julho,LIMPEZA DE PELE,7920
TATUAPÉ,ESTÉTICA,Julho,PEELING DE DIAMANTE,2760
TATUAPÉ,ESTÉTICA,Julho,PRÓ- SHAPE,540
TATUAPÉ,ESTÉTICA,Julho,RADIOFREQUÊNCIA,720
TATUAPÉ,ESTÉTICA,Junho,CARBOXITERAPIA,900
TATUAPÉ,ESTÉTICA,Junho,CRIOLIPÓLISE,480
TATUAPÉ,ESTÉTICA,Junho,DRENAGEM,5280
TATUAPÉ,ESTÉTICA,Junho,HECCUS,1020
TATUAPÉ,ESTÉTICA,Junho,HIDRATAÇÃO,480
TATUAPÉ,ESTÉTICA,Junho,LIMPEZA DE PELE,9060
TATUAPÉ,ESTÉTICA,Junho,PEELING DE DIAMANTE,2940
TATUAPÉ,ESTÉTICA,Junho,PRÓ- SHAPE,540
TATUAPÉ,ESTÉTICA,Junho,RADIOFREQUÊNCIA,570
TATUAPÉ,ESTÉTICA,Maio,CARBOXITERAPIA,630
TATUAPÉ,ESTÉTICA,Maio,CRIOLIPÓLISE,360
TATUAPÉ,ESTÉTICA,Maio,DRENAGEM,4200
TATUAPÉ,ESTÉTICA,Maio,HECCUS,810
TATUAPÉ,ESTÉTICA,Maio,HIDRATAÇÃO,360
TATUAPÉ,ESTÉTICA,Maio,LIMPEZA DE PELE,8220
TATUAPÉ,ESTÉTICA,Maio,PEELING DE DIAMANTE,3330
TATUAPÉ,ESTÉTICA,Maio,PRÓ- SHAPE,540
TATUAPÉ,ESTÉTICA,Maio,RADIOFREQUÊNCIA,660
TATUAPÉ,ESTÉTICA,Março,CARBOXITERAPIA,180
TATUAPÉ,ESTÉTICA,Março,CRIOLIPÓLISE,60
TATUAPÉ,ESTÉTICA,Março,DRENAGEM,2400
TATUAPÉ,ESTÉTICA,Março,HECCUS,870
TATUAPÉ,ESTÉTICA,Março,HIDRATAÇÃO,300
TATUAPÉ,ESTÉTICA,Março,LIMPEZA DE PELE,11340
TATUAPÉ,ESTÉTICA,Março,PEELING DE DIAMANTE,2520
TATUAPÉ,ESTÉTICA,Março,PRÓ- SHAPE,780
TATUAPÉ,ESTÉTICA,Março,RADIOFREQUÊNCIA,330
TATUAPÉ,ESTÉTICA,Novembro,CARBOXITERAPIA,990
TATUAPÉ,ESTÉTICA,Novembro,CRIOLIPÓLISE,1500
TATUAPÉ,ESTÉTICA,Novembro,DRENAGEM,2460
TATUAPÉ,ESTÉTICA,Novembro,HECCUS,450
TATUAPÉ,ESTÉTICA,Novembro,HIDRATAÇÃO,480
TATUAPÉ,ESTÉTICA,Novembro,LIMPEZA DE PELE,5100
TATUAPÉ,ESTÉTICA,Novembro,PEELING DE DIAMANTE,720
TATUAPÉ,ESTÉTICA,Novembro,PRÓ- SHAPE,240
TATUAPÉ,ESTÉTICA,Novembro,RADIOFREQUÊNCIA,240
TATUAPÉ,ESTÉTICA,Outubro,CARBOXITERAPIA,2040
TATUAPÉ,ESTÉTICA,Outubro,CRIOLIPÓLISE,600
TATUAPÉ,ESTÉTICA,Outubro,DRENAGEM,6300
TATUAPÉ,ESTÉTICA,Outubro,HECCUS,1410
TATUAPÉ,ESTÉTICA,Outubro,HIDRATAÇÃO,690
TATUAPÉ,ESTÉTICA,Outubro,LIMPEZA DE PELE,8040
TATUAPÉ,ESTÉTICA,Outubro,PEELING DE DIAMANTE,2460
TATUAPÉ,ESTÉTICA,Outubro,PRÓ- SHAPE,360
TATUAPÉ,ESTÉTICA,Outubro,RADIOFREQUÊNCIA,450
TATUAPÉ,ESTÉTICA,Setembro,CARBOXITERAPIA,1770
TATUAPÉ,ESTÉTICA,Setembro,CRIOLIPÓLISE,540
TATUAPÉ,ESTÉTICA,Setembro,DRENAGEM,5160
TATUAPÉ,ESTÉTICA,Setembro,HECCUS,900
TATUAPÉ,ESTÉTICA,Setembro,HIDRATAÇÃO,690
TATUAPÉ,ESTÉTICA,Setembro,LIMPEZA DE PELE,5100
TATUAPÉ,ESTÉTICA,Setembro,PEELING DE DIAMANTE,1890
TATUAPÉ,ESTÉTICA,Setembro,PRÓ- SHAPE,780
TATUAPÉ,ESTÉTICA,Setembro,RADIOFREQUÊNCIA,660
TATUAPÉ,LAVIEEN,Abril,LAVIEEN,2760
TATUAPÉ,LAVIEEN,Agosto,LAVIEEN,1155
TATUAPÉ,LAVIEEN,Agosto,PRÓ-SÉRUM,45
TATUAPÉ,LAVIEEN,Fevereiro,LAVIEEN,1680
TATUAPÉ,LAVIEEN,Julho,LAVIEEN,1305
TATUAPÉ,LAVIEEN,Julho,PRÓ-SÉRUM,70
TATUAPÉ,LAVIEEN,Junho,LAVIEEN,1815
TATUAPÉ,LAVIEEN,Junho,PRÓ-SÉRUM,50
TATUAPÉ,LAVIEEN,Maio,LAVIEEN,1890
TATUAPÉ,LAVIEEN,Março,LAVIEEN,1410
TATUAPÉ,LAVIEEN,Novembro,LAVIEEN,555
TATUAPÉ,LAVIEEN,Outubro,LAVIEEN,2460
TATUAPÉ,LAVIEEN,Outubro,PRÓ-SÉRUM,50
TATUAPÉ,LAVIEEN,Setembro,LAVIEEN,1800
TATUAPÉ,LAVIEEN,Setembro,PRÓ-SÉRUM,5
TATUAPÉ,MEDICINA ESTÉTICA,Abril,BOTOX LIGHT,330
TATUAPÉ,MEDICINA ESTÉTICA,Abril,BOTOX POWER,1230
TATUAPÉ,MEDICINA ESTÉTICA,Abril,CO2 CICATRIZ,20
TATUAPÉ,MEDICINA ESTÉTICA,Abril,CO2 OLHEIRAS,10
TATUAPÉ,MEDICINA ESTÉTICA,Abril,CO2 ROSTO,150
TATUAPÉ,MEDICINA ESTÉTICA,Abril,DERMAROLLER,210
TATUAPÉ,MEDICINA ESTÉTICA,Abril,PEELING QUÍMICO,1290
TATUAPÉ,MEDICINA ESTÉTICA,Abril,PREENCHIMENTO,840
TATUAPÉ,MEDICINA ESTÉTICA,Abril,PRÓ-LIPO,525
TATUAPÉ,MEDICINA ESTÉTICA,Abril,PRÓ-MESO,300
TATUAPÉ,MEDICINA ESTÉTICA,Abril,RETOQUE,75
TATUAPÉ,MEDICINA ESTÉTICA,Abril,SCULPTRA,420
TATUAPÉ,MEDICINA ESTÉTICA,Abril,SECAGEM,270
TATUAPÉ,MEDICINA ESTÉTICA,Agosto,BOTOX LIGHT,300
TATUAPÉ,MEDICINA ESTÉTICA,Agosto,BOTOX POWER,1740
TATUAPÉ,MEDICINA ESTÉTICA,Agosto,DERMAROLLER,270
TATUAPÉ,MEDICINA ESTÉTICA,Agosto,PEELING QUÍMICO,600
TATUAPÉ,MEDICINA ESTÉTICA,Agosto,PREENCHIMENTO,1260
TATUAPÉ,MEDICINA ESTÉTICA,Agosto,PRÓ-LIPO,345
TATUAPÉ,MEDICINA ESTÉTICA,Agosto,PRÓ-MESO,150
TATUAPÉ,MEDICINA ESTÉTICA,Agosto,RADIESSE,210
TATUAPÉ,MEDICINA ESTÉTICA,Agosto,RETOQUE,30
TATUAPÉ,MEDICINA ESTÉTICA,Agosto,SCULPTRA,780
TATUAPÉ,MEDICINA ESTÉTICA,Agosto,SECAGEM,180
TATUAPÉ,MEDICINA ESTÉTICA,Fevereiro,BOTOX LIGHT,120
TATUAPÉ,MEDICINA ESTÉTICA,Fevereiro,BOTOX POWER,1200
TATUAPÉ,MEDICINA ESTÉTICA,Fevereiro,CO2 CICATRIZ,10
TATUAPÉ,MEDICINA ESTÉTICA,Fevereiro,CO2 COLO,40
TATUAPÉ,MEDICINA ESTÉTICA,Fevereiro,CO2 PESCOÇO,20
TATUAPÉ,MEDICINA ESTÉTICA,Fevereiro,CO2 ROSTO,180
TATUAPÉ,MEDICINA ESTÉTICA,Fevereiro,DERMAROLLER,240
TATUAPÉ,MEDICINA ESTÉTICA,Fevereiro,ENZIMA MELASMA,30
TATUAPÉ,MEDICINA ESTÉTICA,Fevereiro,PEELING QUÍMICO,1080
TATUAPÉ,MEDICINA ESTÉTICA,Fevereiro,PREENCHIMENTO,960
TATUAPÉ,MEDICINA ESTÉTICA,Fevereiro,PRÓ-BELLA,90
TATUAPÉ,MEDICINA ESTÉTICA,Fevereiro,PRÓ-LIPO,675
TATUAPÉ,MEDICINA ESTÉTICA,Fevereiro,PRÓ-MESO,90
TATUAPÉ,MEDICINA ESTÉTICA,Fevereiro,RADIESSE,90
TATUAPÉ,MEDICINA ESTÉTICA,Fevereiro,RETOQUE,90
TATUAPÉ,MEDICINA ESTÉTICA,Fevereiro,SCULPTRA,300
TATUAPÉ,MEDICINA ESTÉTICA,Fevereiro,SECAGEM,330
TATUAPÉ,MEDICINA ESTÉTICA,Julho,BOTOX LIGHT,480
TATUAPÉ,MEDICINA ESTÉTICA,Julho,BOTOX POWER,1740
TATUAPÉ,MEDICINA ESTÉTICA,Julho,DERMAROLLER,240
TATUAPÉ,MEDICINA ESTÉTICA,Julho,PEELING QUÍMICO,870
TATUAPÉ,MEDICINA ESTÉTICA,Julho,PREENCHIMENTO,1440
TATUAPÉ,MEDICINA ESTÉTICA,Julho,PRÓ-LIPO,345
TATUAPÉ,MEDICINA ESTÉTICA,Julho,PRÓ-MESO,210
TATUAPÉ,MEDICINA ESTÉTICA,Julho,RADIESSE,150
TATUAPÉ,MEDICINA ESTÉTICA,Julho,RETOQUE,30
TATUAPÉ,MEDICINA ESTÉTICA,Julho,SCULPTRA,810
TATUAPÉ,MEDICINA ESTÉTICA,Julho,SECAGEM,240
TATUAPÉ,MEDICINA ESTÉTICA,Junho,BOTOX LIGHT,300
TATUAPÉ,MEDICINA ESTÉTICA,Junho,BOTOX POWER,1140
TATUAPÉ,MEDICINA ESTÉTICA,Junho,CO2 PESCOÇO,20
TATUAPÉ,MEDICINA ESTÉTICA,Junho,CO2 ROSTO,60
TATUAPÉ,MEDICINA ESTÉTICA,Junho,DERMAROLLER,360
TATUAPÉ,MEDICINA ESTÉTICA,Junho,PEELING QUÍMICO,780
TATUAPÉ,MEDICINA ESTÉTICA,Junho,PREENCHIMENTO,840
TATUAPÉ,MEDICINA ESTÉTICA,Junho,PRÓ-BELLA,60
TATUAPÉ,MEDICINA ESTÉTICA,Junho,PRÓ-LIPO,450
TATUAPÉ,MEDICINA ESTÉTICA,Junho,PRÓ-MESO,180
TATUAPÉ,MEDICINA ESTÉTICA,Junho,RADIESSE,60
TATUAPÉ,MEDICINA ESTÉTICA,Junho,RETOQUE,45
TATUAPÉ,MEDICINA ESTÉTICA,Junho,SCULPTRA,480
TATUAPÉ,MEDICINA ESTÉTICA,Junho,SECAGEM,90
TATUAPÉ,MEDICINA ESTÉTICA,Maio,BOTOX LIGHT,30
TATUAPÉ,MEDICINA ESTÉTICA,Maio,BOTOX POWER,1410
TATUAPÉ,MEDICINA ESTÉTICA,Maio,DERMAROLLER,270
TATUAPÉ,MEDICINA ESTÉTICA,Maio,PEELING QUÍMICO,840
TATUAPÉ,MEDICINA ESTÉTICA,Maio,PREENCHIMENTO,990
TATUAPÉ,MEDICINA ESTÉTICA,Maio,PRÓ-BELLA,60
TATUAPÉ,MEDICINA ESTÉTICA,Maio,PRÓ-LIPO,285
TATUAPÉ,MEDICINA ESTÉTICA,Maio,PRÓ-MESO,150
TATUAPÉ,MEDICINA ESTÉTICA,Maio,RADIESSE,210
TATUAPÉ,MEDICINA ESTÉTICA,Maio,RETOQUE,120
TATUAPÉ,MEDICINA ESTÉTICA,Maio,SCULPTRA,570
TATUAPÉ,MEDICINA ESTÉTICA,Maio,SECAGEM,180
TATUAPÉ,MEDICINA ESTÉTICA,Março,BOTOX LIGHT,120
TATUAPÉ,MEDICINA ESTÉTICA,Março,BOTOX POWER,930
TATUAPÉ,MEDICINA ESTÉTICA,Março,DERMAROLLER,120
TATUAPÉ,MEDICINA ESTÉTICA,Março,PEELING QUÍMICO,990
TATUAPÉ,MEDICINA ESTÉTICA,Março,PREENCHIMENTO,780
TATUAPÉ,MEDICINA ESTÉTICA,Março,PRÓ-BELLA,120
TATUAPÉ,MEDICINA ESTÉTICA,Março,PRÓ-LIPO,450
TATUAPÉ,MEDICINA ESTÉTICA,Março,PRÓ-MESO,180
TATUAPÉ,MEDICINA ESTÉTICA,Março,RADIESSE,120
TATUAPÉ,MEDICINA ESTÉTICA,Março,RETOQUE,60
TATUAPÉ,MEDICINA ESTÉTICA,Março,SCULPTRA,180
TATUAPÉ,MEDICINA ESTÉTICA,Março,SECAGEM,150
TATUAPÉ,MEDICINA ESTÉTICA,Novembro,BOTOX LIGHT,90
TATUAPÉ,MEDICINA ESTÉTICA,Novembro,BOTOX POWER,360
TATUAPÉ,MEDICINA ESTÉTICA,Novembro,DERMAROLLER,30
TATUAPÉ,MEDICINA ESTÉTICA,Novembro,GLÚTEO MAX,90
TATUAPÉ,MEDICINA ESTÉTICA,Novembro,PEELING QUÍMICO,240
TATUAPÉ,MEDICINA ESTÉTICA,Novembro,PREENCHIMENTO,270
TATUAPÉ,MEDICINA ESTÉTICA,Novembro,PRÓ-BELLA,60
TATUAPÉ,MEDICINA ESTÉTICA,Novembro,PRÓ-LIPO,210
TATUAPÉ,MEDICINA ESTÉTICA,Novembro,PRÓ-MESO,60
TATUAPÉ,MEDICINA ESTÉTICA,Novembro,RETOQUE,60
TATUAPÉ,MEDICINA ESTÉTICA,Novembro,SCULPTRA,150
TATUAPÉ,MEDICINA ESTÉTICA,Novembro,SECAGEM,120
TATUAPÉ,MEDICINA ESTÉTICA,Outubro,BOTOX LIGHT,270
TATUAPÉ,MEDICINA ESTÉTICA,Outubro,BOTOX POWER,1710
TATUAPÉ,MEDICINA ESTÉTICA,Outubro,DERMAROLLER,270
TATUAPÉ,MEDICINA ESTÉTICA,Outubro,GLÚTEO MAX,120
TATUAPÉ,MEDICINA ESTÉTICA,Outubro,PEELING QUÍMICO,690
TATUAPÉ,MEDICINA ESTÉTICA,Outubro,PREENCHIMENTO,1680
TATUAPÉ,MEDICINA ESTÉTICA,Outubro,PRÓ-BELLA,90
TATUAPÉ,MEDICINA ESTÉTICA,Outubro,PRÓ-LIPO,600
TATUAPÉ,MEDICINA ESTÉTICA,Outubro,PRÓ-MESO,150
TATUAPÉ,MEDICINA ESTÉTICA,Outubro,RADIESSE,300
TATUAPÉ,MEDICINA ESTÉTICA,Outubro,RETOQUE,180
TATUAPÉ,MEDICINA ESTÉTICA,Outubro,SCULPTRA,720
TATUAPÉ,MEDICINA ESTÉTICA,Outubro,SECAGEM,270
TATUAPÉ,MEDICINA ESTÉTICA,Setembro,BOTOX LIGHT,210
TATUAPÉ,MEDICINA ESTÉTICA,Setembro,BOTOX POWER,1410
TATUAPÉ,MEDICINA ESTÉTICA,Setembro,DERMAROLLER,120
TATUAPÉ,MEDICINA ESTÉTICA,Setembro,PEELING QUÍMICO,660
TATUAPÉ,MEDICINA ESTÉTICA,Setembro,PREENCHIMENTO,1470
TATUAPÉ,MEDICINA ESTÉTICA,Setembro,PRÓ-BELLA,150
TATUAPÉ,MEDICINA ESTÉTICA,Setembro,PRÓ-LIPO,345
TATUAPÉ,MEDICINA ESTÉTICA,Setembro,PRÓ-MESO,150
TATUAPÉ,MEDICINA ESTÉTICA,Setembro,RADIESSE,390
TATUAPÉ,MEDICINA ESTÉTICA,Setembro,RETOQUE,30
TATUAPÉ,MEDICINA ESTÉTICA,Setembro,SCULPTRA,510
TATUAPÉ,MEDICINA ESTÉTICA,Setembro,SECAGEM,150
TATUAPÉ,ULTRAFORMER_III,Abril,ULTRAFORMER FULLFACE,900
TATUAPÉ,ULTRAFORMER_III,Abril,ULTRAFORMER FULLFACE + PESCOÇO,180
TATUAPÉ,ULTRAFORMER_III,Abril,ULTRAFORMER PAPADA,270
TATUAPÉ,ULTRAFORMER_III,Abril,ULTRAFORMER PESCOÇO,80
TATUAPÉ,ULTRAFORMER_III,Agosto,ULTRAFORMER FULLFACE,1200
TATUAPÉ,ULTRAFORMER_III,Agosto,ULTRAFORMER FULLFACE + PESCOÇO,90
TATUAPÉ,ULTRAFORMER_III,Agosto,ULTRAFORMER MAÇA DO ROSTO,45
TATUAPÉ,ULTRAFORMER_III,Agosto,ULTRAFORMER OLHOS,150
TATUAPÉ,ULTRAFORMER_III,Agosto,ULTRAFORMER PAPADA,330
TATUAPÉ,ULTRAFORMER_III,Agosto,ULTRAFORMER PESCOÇO,200
TATUAPÉ,ULTRAFORMER_III,Fevereiro,ULTRAFORMER FULLFACE,540
TATUAPÉ,ULTRAFORMER_III,Fevereiro,ULTRAFORMER FULLFACE + PESCOÇO,270
TATUAPÉ,ULTRAFORMER_III,Fevereiro,ULTRAFORMER OLHOS,30
TATUAPÉ,ULTRAFORMER_III,Fevereiro,ULTRAFORMER PAPADA,420
TATUAPÉ,ULTRAFORMER_III,Fevereiro,ULTRAFORMER PESCOÇO,40
TATUAPÉ,ULTRAFORMER_III,Julho,ULTRAFORMER FULLFACE,1500
TATUAPÉ,ULTRAFORMER_III,Julho,ULTRAFORMER FULLFACE + PESCOÇO,270
TATUAPÉ,ULTRAFORMER_III,Julho,ULTRAFORMER MAÇA DO ROSTO,135
TATUAPÉ,ULTRAFORMER_III,Julho,ULTRAFORMER OLHOS,240
TATUAPÉ,ULTRAFORMER_III,Julho,ULTRAFORMER PAPADA,540
TATUAPÉ,ULTRAFORMER_III,Julho,ULTRAFORMER PESCOÇO,120
TATUAPÉ,ULTRAFORMER_III,Junho,ULTRAFORMER FULLFACE,960
TATUAPÉ,ULTRAFORMER_III,Junho,ULTRAFORMER FULLFACE + PESCOÇO,450
TATUAPÉ,ULTRAFORMER_III,Junho,ULTRAFORMER MAÇA DO ROSTO,45
TATUAPÉ,ULTRAFORMER_III,Junho,ULTRAFORMER OLHOS,150
TATUAPÉ,ULTRAFORMER_III,Junho,ULTRAFORMER PAPADA,480
TATUAPÉ,ULTRAFORMER_III,Junho,ULTRAFORMER PESCOÇO,40
TATUAPÉ,ULTRAFORMER_III,Maio,ULTRAFORMER FULLFACE,600
TATUAPÉ,ULTRAFORMER_III,Maio,ULTRAFORMER FULLFACE + PESCOÇO,270
TATUAPÉ,ULTRAFORMER_III,Maio,ULTRAFORMER MAÇA DO ROSTO,90
TATUAPÉ,ULTRAFORMER_III,Maio,ULTRAFORMER OLHOS,90
TATUAPÉ,ULTRAFORMER_III,Maio,ULTRAFORMER PAPADA,450
TATUAPÉ,ULTRAFORMER_III,Maio,ULTRAFORMER PESCOÇO,80
TATUAPÉ,ULTRAFORMER_III,Março,ULTRAFORMER FULLFACE,540
TATUAPÉ,ULTRAFORMER_III,Março,ULTRAFORMER FULLFACE + PESCOÇO + PAPADA,90
TATUAPÉ,ULTRAFORMER_III,Março,ULTRAFORMER OLHOS,30
TATUAPÉ,ULTRAFORMER_III,Março,ULTRAFORMER PAPADA,300
TATUAPÉ,ULTRAFORMER_III,Março,ULTRAFORMER PESCOÇO,40
TATUAPÉ,ULTRAFORMER_III,Novembro,ULTRAFORMER FULLFACE,600
TATUAPÉ,ULTRAFORMER_III,Novembro,ULTRAFORMER FULLFACE + PESCOÇO,180
TATUAPÉ,ULTRAFORMER_III,Novembro,ULTRAFORMER MAÇA DO ROSTO,180
TATUAPÉ,ULTRAFORMER_III,Novembro,ULTRAFORMER OLHOS,150
