Unidade do agendamento,Grupo,Mês Atendimento,Procedimentos Padronizados,Quantidade,Duração (min),Custo Direto,Quantidade (cortesia),Custo Direto (corteisa)
SOROCABA,ULTRAFORMER_III,Agosto,ULTRAFORMER PESCOÇO,1,40,463.12,0.0,0.0
SOROCABA,ULTRAFORMER_III,Fevereiro,ULTRAFORMER FULLFACE,7,420,5149.34,0.0,0.0
SOROCABA,ULTRAFORMER_III,Fevereiro,ULTRAFORMER FULLFACE + PESCOÇO,1,90,1019.08,0.0,0.0
SOROCABA,ULTRAFORMER_III,Fevereiro,ULTRAFORMER GLUTEO,2,90,1826.24,0.0,0.0
SOROCABA,ULTRAFORMER_III,Fevereiro,ULTRAFORMER MAÇA DO ROSTO,2,90,841.24,0.0,0.0
SOROCABA,ULTRAFORMER_III,Julho,ULTRAFORMER FULLFACE,11,660,8091.82,0.0,0.0
SOROCABA,ULTRAFORMER_III,Julho,ULTRAFORMER FULLFACE + PESCOÇO,1,90,1019.08,0.0,0.0
SOROCABA,ULTRAFORMER_III,Julho,ULTRAFORMER MAÇA DO ROSTO,1,45,420.62,0.0,0.0
SOROCABA,ULTRAFORMER_III,Julho,ULTRAFORMER OLHOS,1,30,243.12,0.0,0.0
SOROCABA,ULTRAFORMER_III,Julho,ULTRAFORMER PAPADA,3,90,759.36,0.0,0.0
SOROCABA,ULTRAFORMER_III,Julho,ULTRAFORMER PESCOÇO,2,80,926.24,0.0,0.0
SOROCABA,ULTRAFORMER_III,Junho,ULTRAFORMER FULLFACE,2,120,1471.24,0.0,0.0
SOROCABA,ULTRAFORMER_III,Junho,ULTRAFORMER MAÇA DO ROSTO,1,45,420.62,0.0,0.0
SOROCABA,ULTRAFORMER_III,Junho,ULTRAFORMER OLHOS,2,60,486.24,0.0,0.0
SOROCABA,ULTRAFORMER_III,Junho,ULTRAFORMER PAPADA,2,60,506.24,0.0,0.0
SOROCABA,ULTRAFORMER_III,Maio,ULTRAFORMER FULLFACE,9,540,6620.58,0.0,0.0
SOROCABA,ULTRAFORMER_III,Maio,ULTRAFORMER MAÇA DO ROSTO,1,45,420.62,0.0,0.0
SOROCABA,ULTRAFORMER_III,Maio,ULTRAFORMER OLHOS,3,90,729.36,0.0,0.0
SOROCABA,ULTRAFORMER_III,Maio,ULTRAFORMER PAPADA,4,120,1012.48,0.0,0.0
SOROCABA,ULTRAFORMER_III,Maio,ULTRAFORMER PESCOÇO,1,40,463.12,0.0,0.0
SOROCABA,ULTRAFORMER_III,Março,ULTRAFORMER FULLFACE,4,240,2942.48,0.0,0.0
SOROCABA,ULTRAFORMER_III,Março,ULTRAFORMER PAPADA,1,30,253.12,0.0,0.0
SOROCABA,ULTRAFORMER_III,Novembro,ULTRAFORMER FULLFACE,8,480,5884.96,0.0,0.0
SOROCABA,ULTRAFORMER_III,Novembro,ULTRAFORMER FULLFACE + PESCOÇO,3,270,3057.2400000000002,0.0,0.0
SOROCABA,ULTRAFORMER_III,Novembro,ULTRAFORMER OLHOS,1,30,243.12,0.0,0.0
SOROCABA,ULTRAFORMER_III,Novembro,ULTRAFORMER PAPADA,9,270,2278.08,0.0,0.0
SOROCABA,ULTRAFORMER_III,Novembro,ULTRAFORMER PESCOÇO,1,40,463.12,0.0,0.0
SOROCABA,ULTRAFORMER_III,Outubro,ULTRAFORMER FULLFACE,5,300,3678.1,0.0,0.0
SOROCABA,ULTRAFORMER_III,Outubro,ULTRAFORMER FULLFACE + PESCOÇO + PAPADA,1,90,1258.12,0.0,0.0
SOROCABA,ULTRAFORMER_III,Outubro,ULTRAFORMER MAÇA DO ROSTO,1,45,420.62,0.0,0.0
SOROCABA,ULTRAFORMER_III,Outubro,ULTRAFORMER OLHOS,6,180,1458.72,0.0,0.0
SOROCABA,ULTRAFORMER_III,Outubro,ULTRAFORMER PAPADA,3,90,759.36,0.0,0.0
SOROCABA,ULTRAFORMER_III,Outubro,ULTRAFORMER PESCOÇO,1,40,463.12,0.0,0.0
SOROCABA,ULTRAFORMER_III,Setembro,ULTRAFORMER FULLFACE,14,840,10298.68,0.0,0.0
SOROCABA,ULTRAFORMER_III,Setembro,ULTRAFORMER FULLFACE + PESCOÇO,1,90,1019.08,0.0,0.0
SOROCABA,ULTRAFORMER_III,Setembro,ULTRAFORMER MAÇA DO ROSTO,4,180,1682.48,0.0,0.0
SOROCABA,ULTRAFORMER_III,Setembro,ULTRAFORMER OLHOS,2,60,486.24,0.0,0.0
SOROCABA,ULTRAFORMER_III,Setembro,ULTRAFORMER PAPADA,3,90,759.36,0.0,0.0
SÃO BERNARDO,ESTÉTICA,Novembro,CARBOXITERAPIA,3,90,72.36,0.0,0.0
SÃO BERNARDO,ESTÉTICA,Novembro,DRENAGEM,16,960,462.56,0.0,0.0
SÃO BERNARDO,ESTÉTICA,Novembro,HECCUS,10,300,216.0,0.0,0.0
SÃO BERNARDO,ESTÉTICA,Novembro,HIDRATAÇÃO,1,30,23.16,1.0,23.16
SÃO BERNARDO,ESTÉTICA,Novembro,LIMPEZA DE PELE,20,1200,794.8000000000001,2.0,79.48
SÃO BERNARDO,ESTÉTICA,Novembro,PEELING DE DIAMANTE,11,330,359.81,11.0,359.81
SÃO BERNARDO,ESTÉTICA,Novembro,PRÓ- SHAPE,7,420,277.90000000000003,0.0,0.0
SÃO BERNARDO,ESTÉTICA,Novembro,RADIOFREQUÊNCIA,4,120,114.6,0.0,0.0
SÃO BERNARDO,ESTÉTICA,Outubro,CARBOXITERAPIA,7,210,168.84,0.0,0.0
SÃO BERNARDO,ESTÉTICA,Outubro,CRIOLIPÓLISE,6,360,619.02,0.0,0.0
SÃO BERNARDO,ESTÉTICA,Outubro,DRENAGEM,23,1380,664.93,0.0,0.0
SÃO BERNARDO,ESTÉTICA,Outubro,HECCUS,16,480,345.6,0.0,0.0
SÃO BERNARDO,ESTÉTICA,Outubro,HIDRATAÇÃO,3,90,69.48,3.0,69.48
SÃO BERNARDO,ESTÉTICA,Outubro,LIMPEZA DE PELE,42,2520,1669.0800000000002,9.0,357.66
SÃO BERNARDO,ESTÉTICA,Outubro,PEELING DE DIAMANTE,20,600,654.2,20.0,654.2
SÃO BERNARDO,ESTÉTICA,Outubro,PRÓ- SHAPE,8,480,317.6,0.0,0.0
SÃO BERNARDO,ESTÉTICA,Outubro,RADIOFREQUÊNCIA,3,90,85.94999999999999,0.0,0.0
SÃO BERNARDO,ESTÉTICA,Setembro,CARBOXITERAPIA,1,30,24.12,0.0,0.0
SÃO BERNARDO,ESTÉTICA,Setembro,DRENAGEM,2,120,57.82,0.0,0.0
SÃO BERNARDO,ESTÉTICA,Setembro,HECCUS,4,120,86.4,0.0,0.0
SÃO BERNARDO,ESTÉTICA,Setembro,HIDRATAÇÃO,2,60,46.32,2.0,46.32
SÃO BERNARDO,ESTÉTICA,Setembro,LIMPEZA DE PELE,15,900,596.1,2.0,79.48
SÃO BERNARDO,ESTÉTICA,Setembro,PEELING DE DIAMANTE,4,120,130.84,4.0,130.84
SÃO BERNARDO,ESTÉTICA,Setembro,PRÓ- SHAPE,2,120,79.4,0.0,0.0
SÃO BERNARDO,LAVIEEN,Outubro,LAVIEEN,22,330,2128.5,17.0,1644.75
SÃO BERNARDO,LAVIEEN,Outubro,PRÓ-SÉRUM,5,25,336.2,0.0,0.0
SÃO BERNARDO,MEDICINA ESTÉTICA,Novembro,PEELING QUÍMICO,1,30,31.34,0.0,0.0
SÃO BERNARDO,MEDICINA ESTÉTICA,Novembro,PREENCHIMENTO,2,60,595.6,0.0,0.0
SÃO BERNARDO,MEDICINA ESTÉTICA,Novembro,PRÓ-LIPO,5,75,207.54999999999998,0.0,0.0
SÃO BERNARDO,MEDICINA ESTÉTICA,Novembro,RETOQUE,1,15,0.0,0.0,0.0
SÃO BERNARDO,MEDICINA ESTÉTICA,Novembro,SCULPTRA,1,30,1034.18,0.0,0.0
SÃO BERNARDO,MEDICINA ESTÉTICA,Novembro,SECAGEM,1,30,22.5,0.0,0.0
SÃO BERNARDO,MEDICINA ESTÉTICA,Outubro,BOTOX POWER,8,240,2462.56,0.0,0.0
SÃO BERNARDO,MEDICINA ESTÉTICA,Outubro,DERMAROLLER,1,30,115.48,0.0,0.0
SÃO BERNARDO,MEDICINA ESTÉTICA,Outubro,PEELING QUÍMICO,3,90,94.02,0.0,0.0
SÃO BERNARDO,MEDICINA ESTÉTICA,Outubro,PREENCHIMENTO,14,420,4169.2,0.0,0.0
SÃO BERNARDO,MEDICINA ESTÉTICA,Outubro,PRÓ-LIPO,15,225,622.65,0.0,0.0
SÃO BERNARDO,MEDICINA ESTÉTICA,Outubro,RETOQUE,7,105,0.0,0.0,0.0
SÃO BERNARDO,MEDICINA ESTÉTICA,Outubro,SCULPTRA,1,30,1034.18,0.0,0.0
SÃO BERNARDO,MEDICINA ESTÉTICA,Outubro,SECAGEM,4,120,90.0,0.0,0.0
SÃO BERNARDO,MEDICINA ESTÉTICA,Setembro,BOTOX POWER,6,180,1846.92,0.0,0.0
SÃO BERNARDO,MEDICINA ESTÉTICA,Setembro,PREENCHIMENTO,1,30,297.8,0.0,0.0
SÃO BERNARDO,MEDICINA ESTÉTICA,Setembro,PRÓ-LIPO,6,90,249.06,0.0,0.0
SÃO BERNARDO,MEDICINA ESTÉTICA,Setembro,SCULPTRA,2,60,2068.36,0.0,0.0
SÃO BERNARDO,ULTRAFORMER_III,Novembro,ULTRAFORMER FULLFACE,5,300,3678.1,0.0,0.0
SÃO BERNARDO,ULTRAFORMER_III,Novembro,ULTRAFORMER OLHOS,1,30,243.12,0.0,0.0
TATUAPÉ,ESTÉTICA,Abril,CARBOXITERAPIA,10,300,241.20000000000002,5.0,120.60000000000001
TATUAPÉ,ESTÉTICA,Abril,CRIOLIPÓLISE,5,300,515.85,0.0,0.0
TATUAPÉ,ESTÉTICA,Abril,DRENAGEM,52,3120,1503.32,0.0,0.0
TATUAPÉ,ESTÉTICA,Abril,HECCUS,19,570,410.40000000000003,2.0,43.2
TATUAPÉ,ESTÉTICA,Abril,HIDRATAÇÃO,9,270,208.44,9.0,208.44
TATUAPÉ,ESTÉTICA,Abril,LIMPEZA DE PELE,140,8400,5563.6,28.0,1112.72
TATUAPÉ,ESTÉTICA,Abril,PEELING DE DIAMANTE,131,3930,4285.01,129.0,4219.59
TATUAPÉ,ESTÉTICA,Abril,PRÓ- SHAPE,20,1200,794.0,4.0,158.8
TATUAPÉ,ESTÉTICA,Abril,RADIOFREQUÊNCIA,21,630,601.65,15.0,429.75
TATUAPÉ,ESTÉTICA,Agosto,CARBOXITERAPIA,45,1350,1085.4,9.0,217.08
TATUAPÉ,ESTÉTICA,Agosto,CRIOLIPÓLISE,18,1080,1857.06,0.0,0.0
TATUAPÉ,ESTÉTICA,Agosto,DRENAGEM,63,3780,1821.33,0.0,0.0
TATUAPÉ,ESTÉTICA,Agosto,HECCUS,34,1020,734.4000000000001,1.0,21.6
TATUAPÉ,ESTÉTICA,Agosto,HIDRATAÇÃO,45,1350,1042.2,45.0,1042.2
TATUAPÉ,ESTÉTICA,Agosto,LIMPEZA DE PELE,129,7740,5126.46,25.0,993.5
TATUAPÉ,ESTÉTICA,Agosto,PEELING DE DIAMANTE,118,3540,3859.78,118.0,3859.78
TATUAPÉ,ESTÉTICA,Agosto,PRÓ- SHAPE,17,1020,674.9000000000001,0.0,0.0
TATUAPÉ,ESTÉTICA,Agosto,RADIOFREQUÊNCIA,20,600,573.0,16.0,458.4
TATUAPÉ,ESTÉTICA,Fevereiro,CARBOXITERAPIA,14,420,337.68,1.0,24.12
TATUAPÉ,ESTÉTICA,Fevereiro,CRIOLIPÓLISE,15,900,1547.55,0.0,0.0
TATUAPÉ,ESTÉTICA,Fevereiro,DRENAGEM,35,2100,1011.85,0.0,0.0
TATUAPÉ,ESTÉTICA,Fevereiro,HECCUS,40,1200,864.0,10.0,216.0
TATUAPÉ,ESTÉTICA,Fevereiro,HIDRATAÇÃO,37,1110,856.92,36.0,833.76
TATUAPÉ,ESTÉTICA,Fevereiro,LIMPEZA DE PELE,148,8880,5881.52,23.0,914.0200000000001
TATUAPÉ,ESTÉTICA,Fevereiro,PEELING DE DIAMANTE,86,2580,2813.06,82.0,2682.2200000000003
TATUAPÉ,ESTÉTICA,Fevereiro,PRÓ- SHAPE,9,540,357.3,1.0,39.7
TATUAPÉ,ESTÉTICA,Fevereiro,RADIOFREQUÊNCIA,17,510,487.04999999999995,15.0,429.75
TATUAPÉ,ESTÉTICA,Julho,CARBOXITERAPIA,33,990,795.96,1.0,24.12
TATUAPÉ,ESTÉTICA,Julho,CRIOLIPÓLISE,19,1140,1960.23,0.0,0.0
TATUAPÉ,ESTÉTICA,Julho,DRENAGEM,85,5100,2457.35,0.0,0.0
TATUAPÉ,ESTÉTICA,Julho,HECCUS,30,900,648.0,4.0,86.4
TATUAPÉ,ESTÉTICA,Julho,HIDRATAÇÃO,30,900,694.8,30.0,694.8
TATUAPÉ,ESTÉTICA,Julho,LIMPEZA DE PELE,132,7920,5245.68,16.0,635.84
TATUAPÉ,ESTÉTICA,Julho,PEELING DE DIAMANTE,92,2760,3009.32,92.0,3009.32
TATUAPÉ,ESTÉTICA,Julho,PRÓ- SHAPE,9,540,357.3,0.0,0.0
TATUAPÉ,ESTÉTICA,Julho,RADIOFREQUÊNCIA,24,720,687.5999999999999,21.0,601.65
TATUAPÉ,ESTÉTICA,Junho,CARBOXITERAPIA,30,900,723.6,3.0,72.36
TATUAPÉ,ESTÉTICA,Junho,CRIOLIPÓLISE,8,480,825.36,0.0,0.0
TATUAPÉ,ESTÉTICA,Junho,DRENAGEM,88,5280,2544.08,0.0,0.0
TATUAPÉ,ESTÉTICA,Junho,HECCUS,34,1020,734.4000000000001,5.0,108.0
TATUAPÉ,ESTÉTICA,Junho,HIDRATAÇÃO,16,480,370.56,16.0,370.56
TATUAPÉ,ESTÉTICA,Junho,LIMPEZA DE PELE,151,9060,6000.740000000001,23.0,914.0200000000001
TATUAPÉ,ESTÉTICA,Junho,PEELING DE DIAMANTE,98,2940,3205.58,98.0,3205.58
TATUAPÉ,ESTÉTICA,Junho,PRÓ- SHAPE,9,540,357.3,1.0,39.7
TATUAPÉ,ESTÉTICA,Junho,RADIOFREQUÊNCIA,19,570,544.35,13.0,372.45
TATUAPÉ,ESTÉTICA,Maio,CARBOXITERAPIA,21,630,506.52000000000004,5.0,120.60000000000001
TATUAPÉ,ESTÉTICA,Maio,CRIOLIPÓLISE,6,360,619.02,0.0,0.0
TATUAPÉ,ESTÉTICA,Maio,DRENAGEM,70,4200,2023.7,0.0,0.0
TATUAPÉ,ESTÉTICA,Maio,HECCUS,27,810,583.2,5.0,108.0
TATUAPÉ,ESTÉTICA,Maio,HIDRATAÇÃO,12,360,277.92,12.0,277.92
TATUAPÉ,ESTÉTICA,Maio,LIMPEZA DE PELE,137,8220,5444.38,29.0,1152.46
TATUAPÉ,ESTÉTICA,Maio,PEELING DE DIAMANTE,111,3330,3630.81,111.0,3630.81
TATUAPÉ,ESTÉTICA,Maio,PRÓ- SHAPE,9,540,357.3,1.0,39.7
TATUAPÉ,ESTÉTICA,Maio,RADIOFREQUÊNCIA,22,660,630.3,20.0,573.0
TATUAPÉ,ESTÉTICA,Março,CARBOXITERAPIA,6,180,144.72,0.0,0.0
TATUAPÉ,ESTÉTICA,Março,CRIOLIPÓLISE,1,60,103.17,0.0,0.0
TATUAPÉ,ESTÉTICA,Março,DRENAGEM,40,2400,1156.4,0.0,0.0
TATUAPÉ,ESTÉTICA,Março,HECCUS,29,870,626.4000000000001,2.0,43.2
TATUAPÉ,ESTÉTICA,Março,HIDRATAÇÃO,10,300,231.6,10.0,231.6
TATUAPÉ,ESTÉTICA,Março,LIMPEZA DE PELE,189,11340,7510.860000000001,48.0,1907.52
TATUAPÉ,ESTÉTICA,Março,PEELING DE DIAMANTE,84,2520,2747.64,81.0,2649.51
TATUAPÉ,ESTÉTICA,Março,PRÓ- SHAPE,13,780,516.1,0.0,0.0
TATUAPÉ,ESTÉTICA,Março,RADIOFREQUÊNCIA,11,330,315.15,9.0,257.84999999999997
TATUAPÉ,ESTÉTICA,Novembro,CARBOXITERAPIA,33,990,795.96,1.0,24.12
TATUAPÉ,ESTÉTICA,Novembro,CRIOLIPÓLISE,25,1500,2579.25,0.0,0.0
TATUAPÉ,ESTÉTICA,Novembro,DRENAGEM,41,2460,1185.31,0.0,0.0
TATUAPÉ,ESTÉTICA,Novembro,HECCUS,15,450,324.0,0.0,0.0
TATUAPÉ,ESTÉTICA,Novembro,HIDRATAÇÃO,16,480,370.56,16.0,370.56
TATUAPÉ,ESTÉTICA,Novembro,LIMPEZA DE PELE,85,5100,3377.9,20.0,794.8000000000001
TATUAPÉ,ESTÉTICA,Novembro,PEELING DE DIAMANTE,24,720,785.04,24.0,785.04
TATUAPÉ,ESTÉTICA,Novembro,PRÓ- SHAPE,4,240,158.8,0.0,0.0
TATUAPÉ,ESTÉTICA,Novembro,RADIOFREQUÊNCIA,8,240,229.2,4.0,114.6
TATUAPÉ,ESTÉTICA,Outubro,CARBOXITERAPIA,68,2040,1640.16,5.0,120.60000000000001
TATUAPÉ,ESTÉTICA,Outubro,CRIOLIPÓLISE,10,600,1031.7,0.0,0.0
TATUAPÉ,ESTÉTICA,Outubro,DRENAGEM,105,6300,3035.55,0.0,0.0
TATUAPÉ,ESTÉTICA,Outubro,HECCUS,47,1410,1015.2,4.0,86.4
TATUAPÉ,ESTÉTICA,Outubro,HIDRATAÇÃO,23,690,532.68,23.0,532.68
TATUAPÉ,ESTÉTICA,Outubro,LIMPEZA DE PELE,134,8040,5325.16,26.0,1033.24
TATUAPÉ,ESTÉTICA,Outubro,PEELING DE DIAMANTE,82,2460,2682.2200000000003,81.0,2649.51
TATUAPÉ,ESTÉTICA,Outubro,PRÓ- SHAPE,6,360,238.20000000000002,0.0,0.0
TATUAPÉ,ESTÉTICA,Outubro,RADIOFREQUÊNCIA,15,450,429.75,6.0,171.89999999999998
TATUAPÉ,ESTÉTICA,Setembro,CARBOXITERAPIA,59,1770,1423.0800000000002,8.0,192.96
TATUAPÉ,ESTÉTICA,Setembro,CRIOLIPÓLISE,9,540,928.53,0.0,0.0
TATUAPÉ,ESTÉTICA,Setembro,DRENAGEM,86,5160,2486.26,0.0,0.0
TATUAPÉ,ESTÉTICA,Setembro,HECCUS,30,900,648.0,2.0,43.2
TATUAPÉ,ESTÉTICA,Setembro,HIDRATAÇÃO,23,690,532.68,23.0,532.68
TATUAPÉ,ESTÉTICA,Setembro,LIMPEZA DE PELE,85,5100,3377.9,20.0,794.8000000000001
TATUAPÉ,ESTÉTICA,Setembro,PEELING DE DIAMANTE,63,1890,2060.73,63.0,2060.73
TATUAPÉ,ESTÉTICA,Setembro,PRÓ- SHAPE,13,780,516.1,1.0,39.7
TATUAPÉ,ESTÉTICA,Setembro,RADIOFREQUÊNCIA,22,660,630.3,10.0,286.5
TATUAPÉ,LAVIEEN,Abril,LAVIEEN,184,2760,17802.0,124.0,11997.0
TATUAPÉ,LAVIEEN,Agosto,LAVIEEN,77,1155,7449.75,67.0,6482.25
TATUAPÉ,LAVIEEN,Agosto,PRÓ-SÉRUM,9,45,605.16,0.0,0.0
TATUAPÉ,LAVIEEN,Fevereiro,LAVIEEN,112,1680,10836.0,62.0,5998.5
TATUAPÉ,LAVIEEN,Julho,LAVIEEN,87,1305,8417.25,77.0,7449.75
TATUAPÉ,LAVIEEN,Julho,PRÓ-SÉRUM,14,70,941.3599999999999,0.0,0.0
TATUAPÉ,LAVIEEN,Junho,LAVIEEN,121,1815,11706.75,107.0,10352.25
TATUAPÉ,LAVIEEN,Junho,PRÓ-SÉRUM,10,50,672.4,0.0,0.0
TATUAPÉ,LAVIEEN,Maio,LAVIEEN,126,1890,12190.5,101.0,9771.75
TATUAPÉ,LAVIEEN,Março,LAVIEEN,94,1410,9094.5,55.0,5321.25
TATUAPÉ,LAVIEEN,Novembro,LAVIEEN,37,555,3579.75,34.0,3289.5
TATUAPÉ,LAVIEEN,Outubro,LAVIEEN,164,2460,15867.0,125.0,12093.75
TATUAPÉ,LAVIEEN,Outubro,PRÓ-SÉRUM,10,50,672.4,0.0,0.0
TATUAPÉ,LAVIEEN,Setembro,LAVIEEN,120,1800,11610.0,85.0,8223.75
TATUAPÉ,LAVIEEN,Setembro,PRÓ-SÉRUM,1,5,67.24,0.0,0.0
TATUAPÉ,MEDICINA ESTÉTICA,Abril,BOTOX LIGHT,11,330,1787.0600000000002,0.0,0.0
TATUAPÉ,MEDICINA ESTÉTICA,Abril,BOTOX POWER,41,1230,12620.619999999999,0.0,0.0
TATUAPÉ,MEDICINA ESTÉTICA,Abril,CO2 CICATRIZ,2,20,378.48,0.0,0.0
TATUAPÉ,MEDICINA ESTÉTICA,Abril,CO2 OLHEIRAS,1,10,189.24,0.0,0.0
TATUAPÉ,MEDICINA ESTÉTICA,Abril,CO2 ROSTO,5,150,1246.2,0.0,0.0
TATUAPÉ,MEDICINA ESTÉTICA,Abril,DERMAROLLER,7,210,808.36,0.0,0.0
TATUAPÉ,MEDICINA ESTÉTICA,Abril,PEELING QUÍMICO,43,1290,1347.62,0.0,0.0
TATUAPÉ,MEDICINA ESTÉTICA,Abril,PREENCHIMENTO,28,840,8338.4,0.0,0.0
TATUAPÉ,MEDICINA ESTÉTICA,Abril,PRÓ-LIPO,35,525,1452.85,0.0,0.0
TATUAPÉ,MEDICINA ESTÉTICA,Abril,PRÓ-MESO,10,300,458.2,0.0,0.0
TATUAPÉ,MEDICINA ESTÉTICA,Abril,RETOQUE,5,75,0.0,0.0,0.0
TATUAPÉ,MEDICINA ESTÉTICA,Abril,SCULPTRA,14,420,14478.52,0.0,0.0
TATUAPÉ,MEDICINA ESTÉTICA,Abril,SECAGEM,9,270,202.5,0.0,0.0
TATUAPÉ,MEDICINA ESTÉTICA,Agosto,BOTOX LIGHT,10,300,1624.6000000000001,0.0,0.0
TATUAPÉ,MEDICINA ESTÉTICA,Agosto,BOTOX POWER,58,1740,17853.56,0.0,0.0
TATUAPÉ,MEDICINA ESTÉTICA,Agosto,DERMAROLLER,9,270,1039.32,0.0,0.0
TATUAPÉ,MEDICINA ESTÉTICA,Agosto,PEELING QUÍMICO,20,600,626.8,0.0,0.0
TATUAPÉ,MEDICINA ESTÉTICA,Agosto,PREENCHIMENTO,42,1260,12507.6,0.0,0.0
TATUAPÉ,MEDICINA ESTÉTICA,Agosto,PRÓ-LIPO,23,345,954.7299999999999,0.0,0.0
TATUAPÉ,MEDICINA ESTÉTICA,Agosto,PRÓ-MESO,5,150,229.1,0.0,0.0
TATUAPÉ,MEDICINA ESTÉTICA,Agosto,RADIESSE,7,210,5398.259999999999,0.0,0.0
TATUAPÉ,MEDICINA ESTÉTICA,Agosto,RETOQUE,2,30,0.0,0.0,0.0
TATUAPÉ,MEDICINA ESTÉTICA,Agosto,SCULPTRA,26,780,26888.68,0.0,0.0
TATUAPÉ,MEDICINA ESTÉTICA,Agosto,SECAGEM,6,180,135.0,0.0,0.0
TATUAPÉ,MEDICINA ESTÉTICA,Fevereiro,BOTOX LIGHT,4,120,649.84,0.0,0.0
TATUAPÉ,MEDICINA ESTÉTICA,Fevereiro,BOTOX POWER,40,1200,12312.8,0.0,0.0
TATUAPÉ,MEDICINA ESTÉTICA,Fevereiro,CO2 CICATRIZ,1,10,189.24,0.0,0.0
TATUAPÉ,MEDICINA ESTÉTICA,Fevereiro,CO2 COLO,2,40,428.48,0.0,0.0
TATUAPÉ,MEDICINA ESTÉTICA,Fevereiro,CO2 PESCOÇO,1,20,214.24,0.0,0.0
TATUAPÉ,MEDICINA ESTÉTICA,Fevereiro,CO2 ROSTO,6,180,1495.44,0.0,0.0
TATUAPÉ,MEDICINA ESTÉTICA,Fevereiro,DERMAROLLER,8,240,923.84,0.0,0.0
TATUAPÉ,MEDICINA ESTÉTICA,Fevereiro,ENZIMA MELASMA,1,30,51.12,0.0,0.0
TATUAPÉ,MEDICINA ESTÉTICA,Fevereiro,PEELING QUÍMICO,36,1080,1128.24,0.0,0.0
TATUAPÉ,MEDICINA ESTÉTICA,Fevereiro,PREENCHIMENTO,32,960,9529.6,0.0,0.0
TATUAPÉ,MEDICINA ESTÉTICA,Fevereiro,PRÓ-BELLA,3,90,201.29999999999998,0.0,0.0
TATUAPÉ,MEDICINA ESTÉTICA,Fevereiro,PRÓ-LIPO,45,675,1867.9499999999998,0.0,0.0
TATUAPÉ,MEDICINA ESTÉTICA,Fevereiro,PRÓ-MESO,3,90,137.46,0.0,0.0
TATUAPÉ,MEDICINA ESTÉTICA,Fevereiro,RADIESSE,3,90,2313.54,0.0,0.0
TATUAPÉ,MEDICINA ESTÉTICA,Fevereiro,RETOQUE,6,90,0.0,0.0,0.0
TATUAPÉ,MEDICINA ESTÉTICA,Fevereiro,SCULPTRA,10,300,10341.800000000001,0.0,0.0
TATUAPÉ,MEDICINA ESTÉTICA,Fevereiro,SECAGEM,11,330,247.5,0.0,0.0
TATUAPÉ,MEDICINA ESTÉTICA,Julho,BOTOX LIGHT,16,480,2599.36,0.0,0.0
TATUAPÉ,MEDICINA ESTÉTICA,Julho,BOTOX POWER,58,1740,17853.56,0.0,0.0
TATUAPÉ,MEDICINA ESTÉTICA,Julho,DERMAROLLER,8,240,923.84,0.0,0.0
TATUAPÉ,MEDICINA ESTÉTICA,Julho,PEELING QUÍMICO,29,870,908.86,0.0,0.0
TATUAPÉ,MEDICINA ESTÉTICA,Julho,PREENCHIMENTO,48,1440,14294.400000000001,0.0,0.0
TATUAPÉ,MEDICINA ESTÉTICA,Julho,PRÓ-LIPO,23,345,954.7299999999999,0.0,0.0
TATUAPÉ,MEDICINA ESTÉTICA,Julho,PRÓ-MESO,7,210,320.74,0.0,0.0
TATUAPÉ,MEDICINA ESTÉTICA,Julho,RADIESSE,5,150,3855.8999999999996,0.0,0.0
TATUAPÉ,MEDICINA ESTÉTICA,Julho,RETOQUE,2,30,0.0,0.0,0.0
TATUAPÉ,MEDICINA ESTÉTICA,Julho,SCULPTRA,27,810,27922.86,0.0,0.0
TATUAPÉ,MEDICINA ESTÉTICA,Julho,SECAGEM,8,240,180.0,0.0,0.0
TATUAPÉ,MEDICINA ESTÉTICA,Junho,BOTOX LIGHT,10,300,1624.6000000000001,0.0,0.0
TATUAPÉ,MEDICINA ESTÉTICA,Junho,BOTOX POWER,38,1140,11697.16,0.0,0.0
TATUAPÉ,MEDICINA ESTÉTICA,Junho,CO2 PESCOÇO,1,20,214.24,0.0,0.0
TATUAPÉ,MEDICINA ESTÉTICA,Junho,CO2 ROSTO,2,60,498.48,0.0,0.0
TATUAPÉ,MEDICINA ESTÉTICA,Junho,DERMAROLLER,12,360,1385.76,0.0,0.0
TATUAPÉ,MEDICINA ESTÉTICA,Junho,PEELING QUÍMICO,26,780,814.84,0.0,0.0
TATUAPÉ,MEDICINA ESTÉTICA,Junho,PREENCHIMENTO,28,840,8338.4,0.0,0.0
TATUAPÉ,MEDICINA ESTÉTICA,Junho,PRÓ-BELLA,2,60,134.2,0.0,0.0
TATUAPÉ,MEDICINA ESTÉTICA,Junho,PRÓ-LIPO,30,450,1245.3,0.0,0.0
TATUAPÉ,MEDICINA ESTÉTICA,Junho,PRÓ-MESO,6,180,274.92,0.0,0.0
TATUAPÉ,MEDICINA ESTÉTICA,Junho,RADIESSE,2,60,1542.36,0.0,0.0
TATUAPÉ,MEDICINA ESTÉTICA,Junho,RETOQUE,3,45,0.0,0.0,0.0
TATUAPÉ,MEDICINA ESTÉTICA,Junho,SCULPTRA,16,480,16546.88,0.0,0.0
TATUAPÉ,MEDICINA ESTÉTICA,Junho,SECAGEM,3,90,67.5,0.0,0.0
