Unidade,Grupo,Mês venda,Procedimentos Padronizados,Preço médio
SOROCABA,ULTRAFORMER_III,Julho,ULTRAFORMER PAPADA,691.25
SOROCABA,ULTRAFORMER_III,Julho,ULTRAFORMER PESCOÇO,1000.0
SOROCABA,ULTRAFORMER_III,Junho,ULTRAFORMER FULLFACE,1720.0
SOROCABA,ULTRAFORMER_III,Junho,ULTRAFORMER FULLFACE + PESCOÇO,2750.0
SOROCABA,ULTRAFORMER_III,Junho,ULTRAFORMER MAÇA DO ROSTO,1092.5
SOROCABA,ULTRAFORMER_III,Junho,ULTRAFORMER OLHOS,672.5
SOROCABA,ULTRAFORMER_III,Junho,ULTRAFORMER PAPADA,690.0
SOROCABA,ULTRAFORMER_III,Maio,ULTRAFORMER FULLFACE,1690.0
SOROCABA,ULTRAFORMER_III,Maio,ULTRAFORMER MAÇA DO ROSTO,1200.0
SOROCABA,ULTRAFORMER_III,Maio,ULTRAFORMER OLHOS,717.25
SOROCABA,ULTRAFORMER_III,Maio,ULTRAFORMER PAPADA,690.0
SOROCABA,ULTRAFORMER_III,Maio,ULTRAFORMER PESCOÇO,1000.0
SOROCABA,ULTRAFORMER_III,Março,ULTRAFORMER FULLFACE,1690.0
SOROCABA,ULTRAFORMER_III,Março,ULTRAFORMER FULLFACE + PESCOÇO,2293.33
SOROCABA,ULTRAFORMER_III,Março,ULTRAFORMER MAÇA DO ROSTO,1000.0
SOROCABA,ULTRAFORMER_III,Março,ULTRAFORMER PAPADA,760.0
SOROCABA,ULTRAFORMER_III,Novembro,ULTRAFORMER FULLFACE,1595.83
SOROCABA,ULTRAFORMER_III,Novembro,ULTRAFORMER MAÇA DO ROSTO,775.0
SOROCABA,ULTRAFORMER_III,Novembro,ULTRAFORMER OLHOS,608.0
SOROCABA,ULTRAFORMER_III,Novembro,ULTRAFORMER PAPADA,570.0
SOROCABA,ULTRAFORMER_III,Novembro,ULTRAFORMER PESCOÇO,800.0
SOROCABA,ULTRAFORMER_III,Outubro,ULTRAFORMER FULLFACE,1813.64
SOROCABA,ULTRAFORMER_III,Outubro,ULTRAFORMER FULLFACE + PESCOÇO,2210.0
SOROCABA,ULTRAFORMER_III,Outubro,ULTRAFORMER MAÇA DO ROSTO,1066.67
SOROCABA,ULTRAFORMER_III,Outubro,ULTRAFORMER OLHOS,850.0
SOROCABA,ULTRAFORMER_III,Outubro,ULTRAFORMER PAPADA,721.39
SOROCABA,ULTRAFORMER_III,Outubro,ULTRAFORMER PESCOÇO,1175.0
SOROCABA,ULTRAFORMER_III,Setembro,ULTRAFORMER FULLFACE,1838.24
SOROCABA,ULTRAFORMER_III,Setembro,ULTRAFORMER FULLFACE + PESCOÇO,2500.0
SOROCABA,ULTRAFORMER_III,Setembro,ULTRAFORMER MAÇA DO ROSTO,1300.0
SOROCABA,ULTRAFORMER_III,Setembro,ULTRAFORMER OLHOS,890.0
SOROCABA,ULTRAFORMER_III,Setembro,ULTRAFORMER PAPADA,728.75
SOROCABA,ULTRAFORMER_III,Setembro,ULTRAFORMER PESCOÇO,1000.0
SÃO BERNARDO,ESTÉTICA,Novembro,CARBOXITERAPIA,94.5
SÃO BERNARDO,ESTÉTICA,Novembro,CRIOLIPÓLISE,332.5
SÃO BERNARDO,ESTÉTICA,Novembro,DRENAGEM,100.86
SÃO BERNARDO,ESTÉTICA,Novembro,HECCUS,118.25
SÃO BERNARDO,ESTÉTICA,Novembro,HIDRATAÇÃO,14.0
SÃO BERNARDO,ESTÉTICA,Novembro,LIMPEZA DE PELE,62.36
SÃO BERNARDO,ESTÉTICA,Novembro,PRÓ- SHAPE,114.0
SÃO BERNARDO,ESTÉTICA,Novembro,PRÓ-SHAPE,120.0
SÃO BERNARDO,ESTÉTICA,Novembro,RADIOFREQUÊNCIA,95.4
SÃO BERNARDO,ESTÉTICA,Outubro,CARBOXITERAPIA,95.0
SÃO BERNARDO,ESTÉTICA,Outubro,CRIOLIPÓLISE,335.0
SÃO BERNARDO,ESTÉTICA,Outubro,DRENAGEM,97.19
SÃO BERNARDO,ESTÉTICA,Outubro,DRENAGEM 30 MIN,34.5
SÃO BERNARDO,ESTÉTICA,Outubro,HECCUS,103.0
SÃO BERNARDO,ESTÉTICA,Outubro,LIMPEZA DE PELE,90.0
SÃO BERNARDO,ESTÉTICA,Outubro,PRÓ- SHAPE,124.33
SÃO BERNARDO,ESTÉTICA,Outubro,RADIOFREQUÊNCIA,113.33
SÃO BERNARDO,ESTÉTICA,Setembro,CARBOXITERAPIA,90.0
SÃO BERNARDO,ESTÉTICA,Setembro,DRENAGEM,94.5
SÃO BERNARDO,ESTÉTICA,Setembro,DRENAGEM 30 MIN,59.0
SÃO BERNARDO,ESTÉTICA,Setembro,HECCUS,99.0
SÃO BERNARDO,ESTÉTICA,Setembro,LIMPEZA DE PELE,90.0
SÃO BERNARDO,ESTÉTICA,Setembro,PRÓ- SHAPE,108.0
SÃO BERNARDO,ESTÉTICA,Setembro,RADIOFREQUÊNCIA,108.0
SÃO BERNARDO,LAVIEEN,Novembro,LAVIEEN,311.57
SÃO BERNARDO,LAVIEEN,Novembro,PRÓ-SÉRUM,150.0
SÃO BERNARDO,LAVIEEN,Outubro,LAVIEEN,381.82
SÃO BERNARDO,LAVIEEN,Outubro,PRÓ-SÉRUM,150.0
SÃO BERNARDO,LAVIEEN,Setembro,LAVIEEN,391.67
SÃO BERNARDO,LAVIEEN,Setembro,PRÓ-SÉRUM,150.0
SÃO BERNARDO,MEDICINA ESTÉTICA,Novembro,BOTOX POWER,796.7
SÃO BERNARDO,MEDICINA ESTÉTICA,Novembro,DERMAROLLER,450.0
SÃO BERNARDO,MEDICINA ESTÉTICA,Novembro,GLÚTEO MAX,360.0
SÃO BERNARDO,MEDICINA ESTÉTICA,Novembro,PEELING QUÍMICO,240.05
SÃO BERNARDO,MEDICINA ESTÉTICA,Novembro,PREENCHIMENTO,798.24
SÃO BERNARDO,MEDICINA ESTÉTICA,Novembro,PRÓ-BELLA,200.0
SÃO BERNARDO,MEDICINA ESTÉTICA,Novembro,PRÓ-LIPO,250.0
SÃO BERNARDO,MEDICINA ESTÉTICA,Novembro,PRÓ-MESO,200.0
SÃO BERNARDO,MEDICINA ESTÉTICA,Novembro,RADIESSE,1432.33
SÃO BERNARDO,MEDICINA ESTÉTICA,Novembro,SCULPTRA,1760.0
SÃO BERNARDO,MEDICINA ESTÉTICA,Novembro,SECAGEM,180.0
SÃO BERNARDO,MEDICINA ESTÉTICA,Novembro,UP BUMBUM,10600.0
SÃO BERNARDO,MEDICINA ESTÉTICA,Outubro,BOTOX POWER,944.88
SÃO BERNARDO,MEDICINA ESTÉTICA,Outubro,DERMAROLLER,450.0
SÃO BERNARDO,MEDICINA ESTÉTICA,Outubro,PEELING QUÍMICO,220.0
SÃO BERNARDO,MEDICINA ESTÉTICA,Outubro,PREENCHIMENTO,900.0
SÃO BERNARDO,MEDICINA ESTÉTICA,Outubro,PRÓ-LIPO,215.0
SÃO BERNARDO,MEDICINA ESTÉTICA,Outubro,SCULPTRA,1800.0
SÃO BERNARDO,MEDICINA ESTÉTICA,Outubro,SECAGEM,165.0
SÃO BERNARDO,MEDICINA ESTÉTICA,Setembro,BOTOX POWER,925.0
SÃO BERNARDO,MEDICINA ESTÉTICA,Setembro,PREENCHIMENTO,863.33
SÃO BERNARDO,MEDICINA ESTÉTICA,Setembro,PRÓ-LIPO,210.0
SÃO BERNARDO,MEDICINA ESTÉTICA,Setembro,SCULPTRA,2050.0
SÃO BERNARDO,ULTRAFORMER_III,Novembro,ULTRAFORMER FULLFACE,1535.0
SÃO BERNARDO,ULTRAFORMER_III,Novembro,ULTRAFORMER FULLFACE + PESCOÇO,2190.0
SÃO BERNARDO,ULTRAFORMER_III,Novembro,ULTRAFORMER PAPADA,662.0
SÃO BERNARDO,ULTRAFORMER_III,Outubro,ULTRAFORMER FULLFACE,1730.0
SÃO BERNARDO,ULTRAFORMER_III,Outubro,ULTRAFORMER OLHOS,700.0
SÃO BERNARDO,ULTRAFORMER_III,Outubro,ULTRAFORMER PAPADA,690.0
SÃO BERNARDO,ULTRAFORMER_III,Outubro,ULTRAFORMER PESCOÇO,900.0
SÃO BERNARDO,ULTRAFORMER_III,Setembro,ULTRAFORMER OLHOS,690.0
TATUAPÉ,ESTÉTICA,Agosto,CARBOXITERAPIA,81.94
TATUAPÉ,ESTÉTICA,Agosto,CRIOLIPÓLISE,330.5
TATUAPÉ,ESTÉTICA,Agosto,DRENAGEM,82.74
TATUAPÉ,ESTÉTICA,Agosto,DRENAGEM 30 MIN,42.83
TATUAPÉ,ESTÉTICA,Agosto,HECCUS,92.38
TATUAPÉ,ESTÉTICA,Agosto,LIMPEZA DE PELE,91.25
TATUAPÉ,ESTÉTICA,Agosto,PEELING DE DIAMANTE,80.0
TATUAPÉ,ESTÉTICA,Agosto,PRÓ- SHAPE,150.0
TATUAPÉ,ESTÉTICA,Agosto,PRÓ-SHAPE,130.0
TATUAPÉ,ESTÉTICA,Agosto,RADIOFREQUÊNCIA,88.0
TATUAPÉ,ESTÉTICA,Fevereiro,CARBOXITERAPIA,109.47
TATUAPÉ,ESTÉTICA,Fevereiro,CRIOLIPÓLISE,428.75
TATUAPÉ,ESTÉTICA,Fevereiro,DRENAGEM,83.2
TATUAPÉ,ESTÉTICA,Fevereiro,DRENAGEM 30 MIN,59.0
TATUAPÉ,ESTÉTICA,Fevereiro,HECCUS,107.6
TATUAPÉ,ESTÉTICA,Fevereiro,HIDRATAÇÃO,59.0
TATUAPÉ,ESTÉTICA,Fevereiro,LIMPEZA DE PELE,58.24
TATUAPÉ,ESTÉTICA,Fevereiro,PEELING DE DIAMANTE,131.25
TATUAPÉ,ESTÉTICA,Fevereiro,RADIOFREQUÊNCIA,93.33
TATUAPÉ,ESTÉTICA,Janeiro,CRIOLIPÓLISE,400.87
TATUAPÉ,ESTÉTICA,Janeiro,DRENAGEM,79.0
TATUAPÉ,ESTÉTICA,Janeiro,DRENAGEM 30 MIN,59.0
TATUAPÉ,ESTÉTICA,Janeiro,HECCUS,97.3
TATUAPÉ,ESTÉTICA,Janeiro,LIMPEZA DE PELE,82.25
TATUAPÉ,ESTÉTICA,Janeiro,PEELING DE DIAMANTE,124.8
TATUAPÉ,ESTÉTICA,Janeiro,PRÓ- SHAPE,124.0
TATUAPÉ,ESTÉTICA,Janeiro,RADIOFREQUÊNCIA,100.0
TATUAPÉ,ESTÉTICA,Julho,CARBOXITERAPIA,92.49
TATUAPÉ,ESTÉTICA,Julho,CRIOLIPÓLISE,366.58
TATUAPÉ,ESTÉTICA,Julho,DRENAGEM,75.0
TATUAPÉ,ESTÉTICA,Julho,DRENAGEM 30 MIN,45.83
TATUAPÉ,ESTÉTICA,Julho,HECCUS,94.94
TATUAPÉ,ESTÉTICA,Julho,HIDRATAÇÃO,55.0
TATUAPÉ,ESTÉTICA,Julho,LIMPEZA DE PELE,75.14
TATUAPÉ,ESTÉTICA,Julho,PRÓ-SHAPE,88.33
TATUAPÉ,ESTÉTICA,Julho,RADIOFREQUÊNCIA,99.0
TATUAPÉ,ESTÉTICA,Junho,CARBOXITERAPIA,115.0
TATUAPÉ,ESTÉTICA,Junho,CRIOLIPÓLISE,360.24
TATUAPÉ,ESTÉTICA,Junho,DRENAGEM,96.06
TATUAPÉ,ESTÉTICA,Junho,DRENAGEM 30 MIN,59.0
TATUAPÉ,ESTÉTICA,Junho,HECCUS,71.32
TATUAPÉ,ESTÉTICA,Junho,LIMPEZA DE PELE,74.32
TATUAPÉ,ESTÉTICA,Junho,RADIOFREQUÊNCIA,131.0
TATUAPÉ,ESTÉTICA,Maio,CARBOXITERAPIA,99.0
TATUAPÉ,ESTÉTICA,Maio,CRIOLIPÓLISE,403.33
TATUAPÉ,ESTÉTICA,Maio,DRENAGEM,102.69
TATUAPÉ,ESTÉTICA,Maio,DRENAGEM 30 MIN,59.0
TATUAPÉ,ESTÉTICA,Maio,HECCUS,113.33
TATUAPÉ,ESTÉTICA,Maio,HIDRATAÇÃO,75.0
TATUAPÉ,ESTÉTICA,Maio,LIMPEZA DE PELE,66.57
TATUAPÉ,ESTÉTICA,Maio,PRÓ- SHAPE,123.33
TATUAPÉ,ESTÉTICA,Maio,RADIOFREQUÊNCIA,106.67
TATUAPÉ,ESTÉTICA,Março,CRIOLIPÓLISE,369.43
TATUAPÉ,ESTÉTICA,Março,DRENAGEM,91.09
TATUAPÉ,ESTÉTICA,Março,DRENAGEM 30 MIN,47.2
TATUAPÉ,ESTÉTICA,Março,HECCUS,95.24
TATUAPÉ,ESTÉTICA,Março,LIMPEZA DE PELE,78.18
TATUAPÉ,ESTÉTICA,Março,PEELING DE DIAMANTE,135.0
TATUAPÉ,ESTÉTICA,Março,PRÓ-SHAPE,117.0
TATUAPÉ,ESTÉTICA,Março,RADIOFREQUÊNCIA,99.2
TATUAPÉ,ESTÉTICA,Novembro,CARBOXITERAPIA,98.21
TATUAPÉ,ESTÉTICA,Novembro,CRIOLIPÓLISE,337.75
TATUAPÉ,ESTÉTICA,Novembro,DRENAGEM,99.12
TATUAPÉ,ESTÉTICA,Novembro,DRENAGEM 30 MIN,59.0
TATUAPÉ,ESTÉTICA,Novembro,HECCUS,106.51
TATUAPÉ,ESTÉTICA,Novembro,LIMPEZA DE PELE,50.24
TATUAPÉ,ESTÉTICA,Novembro,PEELING DE DIAMANTE,137.67
TATUAPÉ,ESTÉTICA,Novembro,PRÓ- SHAPE,99.0
TATUAPÉ,ESTÉTICA,Novembro,RADIOFREQUÊNCIA,107.6
TATUAPÉ,ESTÉTICA,Outubro,CARBOXITERAPIA,103.75
TATUAPÉ,ESTÉTICA,Outubro,CRIOLIPÓLISE,335.89
TATUAPÉ,ESTÉTICA,Outubro,DRENAGEM,104.29
TATUAPÉ,ESTÉTICA,Outubro,DRENAGEM 30 MIN,51.62
TATUAPÉ,ESTÉTICA,Outubro,HECCUS,105.6
TATUAPÉ,ESTÉTICA,Outubro,HIDRATAÇÃO,84.5
TATUAPÉ,ESTÉTICA,Outubro,LIMPEZA DE PELE,91.64
TATUAPÉ,ESTÉTICA,Outubro,PEELING DE DIAMANTE,113.4
TATUAPÉ,ESTÉTICA,Outubro,PRÓ-SHAPE,130.0
TATUAPÉ,ESTÉTICA,Outubro,RADIOFREQUÊNCIA,99.5
TATUAPÉ,ESTÉTICA,Setembro,CARBOXITERAPIA,106.11
TATUAPÉ,ESTÉTICA,Setembro,CRIOLIPÓLISE,418.29
TATUAPÉ,ESTÉTICA,Setembro,DRENAGEM,95.3
TATUAPÉ,ESTÉTICA,Setembro,DRENAGEM 30 MIN,59.0
TATUAPÉ,ESTÉTICA,Setembro,HECCUS,97.4
TATUAPÉ,ESTÉTICA,Setembro,HIDRATAÇÃO,50.0
TATUAPÉ,ESTÉTICA,Setembro,LIMPEZA DE PELE,92.44
TATUAPÉ,ESTÉTICA,Setembro,PEELING DE DIAMANTE,145.5
TATUAPÉ,ESTÉTICA,Setembro,PRÓ- SHAPE,91.0
TATUAPÉ,ESTÉTICA,Setembro,RADIOFREQUÊNCIA,68.08
TATUAPÉ,LAVIEEN,Agosto,LAVIEEN,327.68
TATUAPÉ,LAVIEEN,Agosto,PRÓ-SÉRUM,150.0
TATUAPÉ,LAVIEEN,Fevereiro,LAVIEEN,513.48
TATUAPÉ,LAVIEEN,Janeiro,LAVIEEN,513.87
TATUAPÉ,LAVIEEN,Julho,LAVIEEN,347.83
TATUAPÉ,LAVIEEN,Julho,PRÓ-SÉRUM,150.0
TATUAPÉ,LAVIEEN,Junho,LAVIEEN,321.33
TATUAPÉ,LAVIEEN,Junho,PRÓ-SÉRUM,150.0
TATUAPÉ,LAVIEEN,Maio,LAVIEEN,359.88
TATUAPÉ,LAVIEEN,Maio,PRÓ-SÉRUM,150.0
TATUAPÉ,LAVIEEN,Março,LAVIEEN,443.41
TATUAPÉ,LAVIEEN,Novembro,LAVIEEN,244.13
TATUAPÉ,LAVIEEN,Novembro,PRÓ-SÉRUM,150.0
TATUAPÉ,LAVIEEN,Outubro,LAVIEEN,332.11
TATUAPÉ,LAVIEEN,Outubro,PRÓ-SÉRUM,150.0
TATUAPÉ,LAVIEEN,Setembro,LAVIEEN,320.9
TATUAPÉ,LAVIEEN,Setembro,PRÓ-SÉRUM,150.0
TATUAPÉ,MEDICINA ESTÉTICA,Agosto,BOTOX LIGHT,499.18
TATUAPÉ,MEDICINA ESTÉTICA,Agosto,BOTOX POWER,824.58
TATUAPÉ,MEDICINA ESTÉTICA,Agosto,DERMAROLLER,366.67
TATUAPÉ,MEDICINA ESTÉTICA,Agosto,PEELING QUÍMICO,210.56
TATUAPÉ,MEDICINA ESTÉTICA,Agosto,PREENCHIMENTO,828.12
TATUAPÉ,MEDICINA ESTÉTICA,Agosto,PRÓ-BELLA,200.0
TATUAPÉ,MEDICINA ESTÉTICA,Agosto,PRÓ-LIPO,196.0
TATUAPÉ,MEDICINA ESTÉTICA,Agosto,RADIESSE,1512.5
TATUAPÉ,MEDICINA ESTÉTICA,Agosto,SCULPTRA,1855.79
TATUAPÉ,MEDICINA ESTÉTICA,Agosto,SECAGEM,160.0
TATUAPÉ,MEDICINA ESTÉTICA,Fevereiro,BOTOX LIGHT,585.86
TATUAPÉ,MEDICINA ESTÉTICA,Fevereiro,BOTOX POWER,877.46
TATUAPÉ,MEDICINA ESTÉTICA,Fevereiro,CO2 ROSTO,500.0
TATUAPÉ,MEDICINA ESTÉTICA,Fevereiro,DERMAROLLER,433.33
TATUAPÉ,MEDICINA ESTÉTICA,Fevereiro,PEELING QUÍMICO,237.92
TATUAPÉ,MEDICINA ESTÉTICA,Fevereiro,PREENCHIMENTO,906.96
TATUAPÉ,MEDICINA ESTÉTICA,Fevereiro,PRÓ-LIPO,204.74
TATUAPÉ,MEDICINA ESTÉTICA,Fevereiro,RADIESSE,1500.0
TATUAPÉ,MEDICINA ESTÉTICA,Fevereiro,SCULPTRA,1981.17
TATUAPÉ,MEDICINA ESTÉTICA,Fevereiro,SECAGEM,186.0
TATUAPÉ,MEDICINA ESTÉTICA,Janeiro,BOTOX LIGHT,596.36
TATUAPÉ,MEDICINA ESTÉTICA,Janeiro,BOTOX POWER,902.74
TATUAPÉ,MEDICINA ESTÉTICA,Janeiro,CO2 ROSTO,950.0
TATUAPÉ,MEDICINA ESTÉTICA,Janeiro,DERMAROLLER,493.22
TATUAPÉ,MEDICINA ESTÉTICA,Janeiro,PEELING QUÍMICO,245.19
TATUAPÉ,MEDICINA ESTÉTICA,Janeiro,PREENCHIMENTO,918.79
TATUAPÉ,MEDICINA ESTÉTICA,Janeiro,PRÓ-BELLA,253.33
TATUAPÉ,MEDICINA ESTÉTICA,Janeiro,PRÓ-LIPO,198.32
TATUAPÉ,MEDICINA ESTÉTICA,Janeiro,PRÓ-MESO,243.33
TATUAPÉ,MEDICINA ESTÉTICA,Janeiro,RADIESSE,1600.0
TATUAPÉ,MEDICINA ESTÉTICA,Janeiro,SCULPTRA,1920.0
TATUAPÉ,MEDICINA ESTÉTICA,Janeiro,SECAGEM,182.0
TATUAPÉ,MEDICINA ESTÉTICA,Julho,BOTOX LIGHT,526.01
TATUAPÉ,MEDICINA ESTÉTICA,Julho,BOTOX POWER,828.53
TATUAPÉ,MEDICINA ESTÉTICA,Julho,CO2 CICATRIZ,650.0
TATUAPÉ,MEDICINA ESTÉTICA,Julho,DERMAROLLER,402.08
TATUAPÉ,MEDICINA ESTÉTICA,Julho,ENZIMA MELASMA,200.0
TATUAPÉ,MEDICINA ESTÉTICA,Julho,PEELING QUÍMICO,232.53
TATUAPÉ,MEDICINA ESTÉTICA,Julho,PREENCHIMENTO,826.15
TATUAPÉ,MEDICINA ESTÉTICA,Julho,PRÓ-LIPO,204.58
TATUAPÉ,MEDICINA ESTÉTICA,Julho,PRÓ-MESO,212.88
TATUAPÉ,MEDICINA ESTÉTICA,Julho,RADIESSE,1560.0
TATUAPÉ,MEDICINA ESTÉTICA,Julho,SCULPTRA,1788.95
TATUAPÉ,MEDICINA ESTÉTICA,Julho,SECAGEM,160.0
TATUAPÉ,MEDICINA ESTÉTICA,Junho,BOTOX LIGHT,562.29
TATUAPÉ,MEDICINA ESTÉTICA,Junho,BOTOX POWER,835.45
TATUAPÉ,MEDICINA ESTÉTICA,Junho,DERMAROLLER,428.71
TATUAPÉ,MEDICINA ESTÉTICA,Junho,PEELING QUÍMICO,205.19
TATUAPÉ,MEDICINA ESTÉTICA,Junho,PREENCHIMENTO,842.43
TATUAPÉ,MEDICINA ESTÉTICA,Junho,PRÓ-LIPO,180.0
TATUAPÉ,MEDICINA ESTÉTICA,Junho,PRÓ-MESO,203.0
TATUAPÉ,MEDICINA ESTÉTICA,Junho,RADIESSE,1540.0
TATUAPÉ,MEDICINA ESTÉTICA,Junho,SCULPTRA,1881.67
TATUAPÉ,MEDICINA ESTÉTICA,Junho,SECAGEM,163.67
TATUAPÉ,MEDICINA ESTÉTICA,Maio,BOTOX LIGHT,590.0
TATUAPÉ,MEDICINA ESTÉTICA,Maio,BOTOX POWER,827.02
TATUAPÉ,MEDICINA ESTÉTICA,Maio,DERMAROLLER,519.48
TATUAPÉ,MEDICINA ESTÉTICA,Maio,PEELING QUÍMICO,225.37
TATUAPÉ,MEDICINA ESTÉTICA,Maio,PREENCHIMENTO,832.27
TATUAPÉ,MEDICINA ESTÉTICA,Maio,PRÓ-BELLA,200.0
TATUAPÉ,MEDICINA ESTÉTICA,Maio,PRÓ-LIPO,223.33
TATUAPÉ,MEDICINA ESTÉTICA,Maio,PRÓ-MESO,190.0
TATUAPÉ,MEDICINA ESTÉTICA,Maio,RADIESSE,1647.88
TATUAPÉ,MEDICINA ESTÉTICA,Maio,SCULPTRA,1811.11
TATUAPÉ,MEDICINA ESTÉTICA,Maio,SECAGEM,152.0
TATUAPÉ,MEDICINA ESTÉTICA,Março,BOTOX LIGHT,583.75
TATUAPÉ,MEDICINA ESTÉTICA,Março,BOTOX POWER,874.72
TATUAPÉ,MEDICINA ESTÉTICA,Março,CO2 CICATRIZ,650.0
TATUAPÉ,MEDICINA ESTÉTICA,Março,DERMAROLLER,442.5
TATUAPÉ,MEDICINA ESTÉTICA,Março,PEELING QUÍMICO,232.88
TATUAPÉ,MEDICINA ESTÉTICA,Março,PREENCHIMENTO,884.21
TATUAPÉ,MEDICINA ESTÉTICA,Março,PRÓ-BELLA,200.0
TATUAPÉ,MEDICINA ESTÉTICA,Março,PRÓ-LIPO,213.59
TATUAPÉ,MEDICINA ESTÉTICA,Março,PRÓ-MESO,234.33
TATUAPÉ,MEDICINA ESTÉTICA,Março,RADIESSE,1624.5
TATUAPÉ,MEDICINA ESTÉTICA,Março,SCULPTRA,1933.33
TATUAPÉ,MEDICINA ESTÉTICA,Março,SECAGEM,185.99
TATUAPÉ,MEDICINA ESTÉTICA,Novembro,BOTOX LIGHT,462.78
TATUAPÉ,MEDICINA ESTÉTICA,Novembro,BOTOX POWER,775.17
TATUAPÉ,MEDICINA ESTÉTICA,Novembro,DERMAROLLER,304.89
TATUAPÉ,MEDICINA ESTÉTICA,Novembro,GLÚTEO MAX,229.57
TATUAPÉ,MEDICINA ESTÉTICA,Novembro,PEELING QUÍMICO,214.0
TATUAPÉ,MEDICINA ESTÉTICA,Novembro,PREENCHIMENTO,775.24
TATUAPÉ,MEDICINA ESTÉTICA,Novembro,PRÓ-BELLA,199.67
TATUAPÉ,MEDICINA ESTÉTICA,Novembro,PRÓ-LIPO,192.0
TATUAPÉ,MEDICINA ESTÉTICA,Novembro,RADIESSE,1450.0
TATUAPÉ,MEDICINA ESTÉTICA,Novembro,SCULPTRA,1768.75
TATUAPÉ,MEDICINA ESTÉTICA,Novembro,SECAGEM,145.0
TATUAPÉ,MEDICINA ESTÉTICA,Outubro,BOTOX LIGHT,511.55
TATUAPÉ,MEDICINA ESTÉTICA,Outubro,BOTOX POWER,830.75
TATUAPÉ,MEDICINA ESTÉTICA,Outubro,DERMAROLLER,383.33
TATUAPÉ,MEDICINA ESTÉTICA,Outubro,GLÚTEO MAX,328.33
TATUAPÉ,MEDICINA ESTÉTICA,Outubro,PEELING QUÍMICO,211.33
TATUAPÉ,MEDICINA ESTÉTICA,Outubro,PREENCHIMENTO,829.87
TATUAPÉ,MEDICINA ESTÉTICA,Outubro,PRÓ-BELLA,290.0
TATUAPÉ,MEDICINA ESTÉTICA,Outubro,PRÓ-LIPO,207.67
TATUAPÉ,MEDICINA ESTÉTICA,Outubro,RADIESSE,1500.0
TATUAPÉ,MEDICINA ESTÉTICA,Outubro,SCULPTRA,1806.92
TATUAPÉ,MEDICINA ESTÉTICA,Outubro,SECAGEM,143.33
TATUAPÉ,MEDICINA ESTÉTICA,Setembro,BOTOX LIGHT,511.67
TATUAPÉ,MEDICINA ESTÉTICA,Setembro,BOTOX POWER,828.2
TATUAPÉ,MEDICINA ESTÉTICA,Setembro,DERMAROLLER,496.67
TATUAPÉ,MEDICINA ESTÉTICA,Setembro,PEELING QUÍMICO,210.87
TATUAPÉ,MEDICINA ESTÉTICA,Setembro,PREENCHIMENTO,834.13
TATUAPÉ,MEDICINA ESTÉTICA,Setembro,PRÓ-BELLA,180.0
TATUAPÉ,MEDICINA ESTÉTICA,Setembro,PRÓ-LIPO,190.0
TATUAPÉ,MEDICINA ESTÉTICA,Setembro,PRÓ-MESO,190.71
TATUAPÉ,MEDICINA ESTÉTICA,Setembro,RADIESSE,1500.0
TATUAPÉ,MEDICINA ESTÉTICA,Setembro,SCULPTRA,1800.0
TATUAPÉ,MEDICINA ESTÉTICA,Setembro,SECAGEM,160.0
TATUAPÉ,ULTRAFORMER_III,Agosto,ULTRAFORMER FULLFACE,1602.07
TATUAPÉ,ULTRAFORMER_III,Agosto,ULTRAFORMER FULLFACE + PESCOÇO,2355.0
TATUAPÉ,ULTRAFORMER_III,Agosto,ULTRAFORMER MAÇA DO ROSTO,1015.0
TATUAPÉ,ULTRAFORMER_III,Agosto,ULTRAFORMER OLHOS,702.5
TATUAPÉ,ULTRAFORMER_III,Agosto,ULTRAFORMER PAPADA,708.33
TATUAPÉ,ULTRAFORMER_III,Agosto,ULTRAFORMER PESCOÇO,1090.0
TATUAPÉ,ULTRAFORMER_III,Fevereiro,ULTRAFORMER FULLFACE,1807.0
TATUAPÉ,ULTRAFORMER_III,Fevereiro,ULTRAFORMER FULLFACE + PESCOÇO,2450.0
TATUAPÉ,ULTRAFORMER_III,Fevereiro,ULTRAFORMER PAPADA,765.56
TATUAPÉ,ULTRAFORMER_III,Fevereiro,ULTRAFORMER PESCOÇO,1500.0
TATUAPÉ,ULTRAFORMER_III,Janeiro,ULTRAFORMER FULLFACE,1960.0
TATUAPÉ,ULTRAFORMER_III,Janeiro,ULTRAFORMER FULLFACE + PESCOÇO,2889.0
TATUAPÉ,ULTRAFORMER_III,Janeiro,ULTRAFORMER OLHOS,900.0
TATUAPÉ,ULTRAFORMER_III,Janeiro,ULTRAFORMER PAPADA,933.39
TATUAPÉ,ULTRAFORMER_III,Janeiro,ULTRAFORMER PESCOÇO,1500.0
TATUAPÉ,ULTRAFORMER_III,Julho,ULTRAFORMER FULLFACE,1745.84
TATUAPÉ,ULTRAFORMER_III,Julho,ULTRAFORMER FULLFACE + PESCOÇO,2180.33
TATUAPÉ,ULTRAFORMER_III,Julho,ULTRAFORMER MAÇA DO ROSTO,1190.0
TATUAPÉ,ULTRAFORMER_III,Julho,ULTRAFORMER OLHOS,784.57
TATUAPÉ,ULTRAFORMER_III,Julho,ULTRAFORMER PAPADA,723.76
TATUAPÉ,ULTRAFORMER_III,Julho,ULTRAFORMER PESCOÇO,1186.67
TATUAPÉ,ULTRAFORMER_III,Junho,ULTRAFORMER FULLFACE,1763.0
