Unidade,Grupo,Mês venda,Procedimentos Padronizados,Valor liquido item,Margem de Contribuição (R$),Margem de Contribuição (%)
SANTOS,MEDICINA ESTÉTICA,Maio,PEELING QUÍMICO,3280.0,1937.63,59.07414634146342
SANTOS,MEDICINA ESTÉTICA,Maio,PREENCHIMENTO,49660.97,18651.85,37.558364723846516
SANTOS,MEDICINA ESTÉTICA,Maio,PRÓ-BELLA,1200.0,510.98,42.58166666666667
SANTOS,MEDICINA ESTÉTICA,Maio,PRÓ-LIPO,4857.0,2471.4,50.8832159769405
SANTOS,MEDICINA ESTÉTICA,Maio,RADIESSE,6250.0,1324.03,21.184480000000004
SANTOS,MEDICINA ESTÉTICA,Maio,SCULPTRA,37400.0,5698.36,15.236256684491977
SANTOS,MEDICINA ESTÉTICA,Maio,SECAGEM,190.0,111.53,58.697894736842116
SANTOS,MEDICINA ESTÉTICA,Março,BOTOX LIGHT,2720.0,1268.85,46.648823529411764
SANTOS,MEDICINA ESTÉTICA,Março,BOTOX POWER,29811.0,10562.8,35.4325564388984
SANTOS,MEDICINA ESTÉTICA,Março,DERMAROLLER,2832.0,1420.29,50.15158192090395
SANTOS,MEDICINA ESTÉTICA,Março,PEELING QUÍMICO,2871.0,1711.8,59.62394287704633
SANTOS,MEDICINA ESTÉTICA,Março,PREENCHIMENTO,33025.0,12575.04,38.07732021196064
SANTOS,MEDICINA ESTÉTICA,Março,PRÓ-BELLA,290.0,137.47,47.402068965517245
SANTOS,MEDICINA ESTÉTICA,Março,PRÓ-LIPO,6322.5,3422.14,54.12639778568605
SANTOS,MEDICINA ESTÉTICA,Março,PRÓ-MESO,3460.0,1753.38,50.675838150289024
SANTOS,MEDICINA ESTÉTICA,Março,RADIESSE,5730.0,1728.4,30.16408376963352
SANTOS,MEDICINA ESTÉTICA,Março,SCULPTRA,28650.0,6765.37,23.613856893542756
SANTOS,MEDICINA ESTÉTICA,Março,SECAGEM,1500.0,878.1,58.540000000000006
SANTOS,MEDICINA ESTÉTICA,Novembro,BOTOX LIGHT,1799.0,781.63,43.4482823790995
SANTOS,MEDICINA ESTÉTICA,Novembro,BOTOX POWER,31898.5,10804.04,33.87006254212581
SANTOS,MEDICINA ESTÉTICA,Novembro,GLÚTEO MAX,4750.0,1875.25,39.47894736842106
SANTOS,MEDICINA ESTÉTICA,Novembro,PEELING QUÍMICO,1560.0,912.38,58.486153846153854
SANTOS,MEDICINA ESTÉTICA,Novembro,PREENCHIMENTO,30996.18,10846.11,34.9917485703077
SANTOS,MEDICINA ESTÉTICA,Novembro,PRÓ-LIPO,7124.0,3613.93,50.72893879842786
SANTOS,MEDICINA ESTÉTICA,Novembro,PRÓ-MESO,975.0,458.66,47.04256410256411
SANTOS,MEDICINA ESTÉTICA,Novembro,SCULPTRA,16701.0,2473.27,14.809085683492004
SANTOS,MEDICINA ESTÉTICA,Novembro,SECAGEM,2080.0,1174.73,56.477500000000006
SANTOS,MEDICINA ESTÉTICA,Outubro,BOTOX LIGHT,3390.0,1416.55,41.78601769911504
SANTOS,MEDICINA ESTÉTICA,Outubro,BOTOX POWER,34229.69,11525.0,33.669610580756064
SANTOS,MEDICINA ESTÉTICA,Outubro,DERMAROLLER,500.0,237.22,47.443999999999996
SANTOS,MEDICINA ESTÉTICA,Outubro,GLÚTEO MAX,1500.0,566.3,37.75333333333334
SANTOS,MEDICINA ESTÉTICA,Outubro,PEELING QUÍMICO,1660.0,982.92,59.21228915662651
SANTOS,MEDICINA ESTÉTICA,Outubro,PREENCHIMENTO,46878.05,16093.18,34.329876072063584
SANTOS,MEDICINA ESTÉTICA,Outubro,PRÓ-LIPO,11038.0,5793.73,52.48890378691793
SANTOS,MEDICINA ESTÉTICA,Outubro,PRÓ-MESO,780.0,412.75,52.91692307692307
SANTOS,MEDICINA ESTÉTICA,Outubro,RADIESSE,5000.0,1213.46,24.26920000000001
SANTOS,MEDICINA ESTÉTICA,Outubro,SCULPTRA,26000.0,3861.88,14.853384615384613
SANTOS,MEDICINA ESTÉTICA,Outubro,SECAGEM,1560.0,897.92,57.55923076923077
SANTOS,MEDICINA ESTÉTICA,Setembro,BOTOX LIGHT,3500.0,1494.14,42.68971428571428
SANTOS,MEDICINA ESTÉTICA,Setembro,BOTOX POWER,43847.07,15230.9,34.73642179055522
SANTOS,MEDICINA ESTÉTICA,Setembro,DERMAROLLER,3181.5,1551.35,48.76159358793022
SANTOS,MEDICINA ESTÉTICA,Setembro,PEELING QUÍMICO,3160.01,1790.31,56.65523381255122
SANTOS,MEDICINA ESTÉTICA,Setembro,PREENCHIMENTO,43538.59,16119.92,37.02444517840381
SANTOS,MEDICINA ESTÉTICA,Setembro,PRÓ-LIPO,3450.0,1810.98,52.49217391304348
SANTOS,MEDICINA ESTÉTICA,Setembro,PRÓ-MESO,780.0,412.75,52.91692307692307
SANTOS,MEDICINA ESTÉTICA,Setembro,RADIESSE,6000.0,1147.68,19.128000000000007
SANTOS,MEDICINA ESTÉTICA,Setembro,SCULPTRA,22400.0,3390.8,15.137499999999998
SANTOS,MEDICINA ESTÉTICA,Setembro,SECAGEM,1793.0,972.28,54.226558839933084
SANTOS,ULTRAFORMER_III,Abril,ULTRAFORMER FULLFACE,18859.0,5211.32,27.633059016915002
SANTOS,ULTRAFORMER_III,Abril,ULTRAFORMER OLHOS,1185.0,349.66,29.507088607594934
SANTOS,ULTRAFORMER_III,Abril,ULTRAFORMER PAPADA,13705.0,5111.35,37.29549069682598
SANTOS,ULTRAFORMER_III,Abril,ULTRAFORMER PESCOÇO,2200.0,625.64,28.438181818181825
SANTOS,ULTRAFORMER_III,Agosto,ULTRAFORMER FULLFACE,16460.0,4990.3,30.31776427703524
SANTOS,ULTRAFORMER_III,Agosto,ULTRAFORMER FULLFACE + PESCOÇO,3000.0,1097.12,36.57066666666667
SANTOS,ULTRAFORMER_III,Agosto,ULTRAFORMER PAPADA,3550.0,1238.57,34.88929577464789
SANTOS,ULTRAFORMER_III,Fevereiro,ULTRAFORMER FULLFACE,16120.0,4750.47,29.46940446650125
SANTOS,ULTRAFORMER_III,Fevereiro,ULTRAFORMER FULLFACE + PESCOÇO,2390.0,666.83,27.90066945606695
SANTOS,ULTRAFORMER_III,Fevereiro,ULTRAFORMER OLHOS,690.0,243.61,35.30521739130435
SANTOS,ULTRAFORMER_III,Fevereiro,ULTRAFORMER PAPADA,6228.0,2115.15,33.96196531791908
SANTOS,ULTRAFORMER_III,Fevereiro,ULTRAFORMER PESCOÇO,2380.0,752.61,31.622352941176473
SANTOS,ULTRAFORMER_III,Julho,ULTRAFORMER FULLFACE,18250.0,5517.35,30.23205479452055
SANTOS,ULTRAFORMER_III,Julho,ULTRAFORMER FULLFACE + PESCOÇO,3000.0,1097.12,36.57066666666667
SANTOS,ULTRAFORMER_III,Julho,ULTRAFORMER OLHOS,5860.0,2188.68,37.349556313993176
SANTOS,ULTRAFORMER_III,Julho,ULTRAFORMER PAPADA,2729.0,912.56,33.43923048735801
SANTOS,ULTRAFORMER_III,Julho,ULTRAFORMER PESCOÇO,2850.0,621.03,21.790526315789478
SANTOS,ULTRAFORMER_III,Junho,ULTRAFORMER FULLFACE,28679.0,8460.25,29.49979636667946
SANTOS,ULTRAFORMER_III,Junho,ULTRAFORMER MAÇA DO ROSTO,990.0,277.73,28.053131313131313
SANTOS,ULTRAFORMER_III,Junho,ULTRAFORMER OLHOS,2070.0,730.82,35.30521739130435
SANTOS,ULTRAFORMER_III,Junho,ULTRAFORMER PAPADA,9821.0,3890.29,39.611988595866
SANTOS,ULTRAFORMER_III,Junho,ULTRAFORMER PESCOÇO,1000.0,242.28,24.228
SANTOS,ULTRAFORMER_III,Maio,ULTRAFORMER BRAÇO,4620.0,204.59,4.4283116883116875
SANTOS,ULTRAFORMER_III,Maio,ULTRAFORMER FULLFACE,51100.0,13241.72,25.91334637964775
SANTOS,ULTRAFORMER_III,Maio,ULTRAFORMER INTERNO COXA,4620.0,-770.41,-16.675584415584417
SANTOS,ULTRAFORMER_III,Maio,ULTRAFORMER OLHOS,2870.0,1052.02,36.655679442508706
SANTOS,ULTRAFORMER_III,Maio,ULTRAFORMER PAPADA,10090.0,3573.81,35.419286422200194
SANTOS,ULTRAFORMER_III,Maio,ULTRAFORMER PESCOÇO,6095.0,1983.81,32.5482034454471
SANTOS,ULTRAFORMER_III,Março,ULTRAFORMER FULLFACE,21169.0,6105.17,28.840155888327274
SANTOS,ULTRAFORMER_III,Março,ULTRAFORMER OLHOS,2070.0,730.82,35.30521739130435
SANTOS,ULTRAFORMER_III,Março,ULTRAFORMER PAPADA,5950.0,2425.29,40.76117647058823
SANTOS,ULTRAFORMER_III,Março,ULTRAFORMER PESCOÇO,4500.0,1784.94,39.66533333333334
SANTOS,ULTRAFORMER_III,Novembro,ULTRAFORMER FULLFACE,12169.0,3434.67,28.224772783301834
SANTOS,ULTRAFORMER_III,Novembro,ULTRAFORMER PAPADA,4449.0,1619.6,36.403789615643966
SANTOS,ULTRAFORMER_III,Novembro,ULTRAFORMER PESCOÇO,990.0,235.23,23.76020202020202
SANTOS,ULTRAFORMER_III,Outubro,ULTRAFORMER FULLFACE,8960.0,2642.28,29.489776785714295
SANTOS,ULTRAFORMER_III,Outubro,ULTRAFORMER OLHOS,4140.0,1461.64,35.305217391304346
SANTOS,ULTRAFORMER_III,Outubro,ULTRAFORMER PAPADA,6710.0,2455.15,36.589478390462
SANTOS,ULTRAFORMER_III,Outubro,ULTRAFORMER PESCOÇO,2990.0,719.79,24.073110367892976
SANTOS,ULTRAFORMER_III,Setembro,ULTRAFORMER FULLFACE,17767.0,5176.64,29.136273991107114
SANTOS,ULTRAFORMER_III,Setembro,ULTRAFORMER MAÇA DO ROSTO,2000.0,569.56,28.478
SANTOS,ULTRAFORMER_III,Setembro,ULTRAFORMER OLHOS,790.0,314.15,39.7653164556962
SANTOS,ULTRAFORMER_III,Setembro,ULTRAFORMER PAPADA,8708.0,3358.3,38.565723472668815
SANTOS,ULTRAFORMER_III,Setembro,ULTRAFORMER PESCOÇO,3100.0,797.38,25.721935483870972
SOROCABA,ESTÉTICA,Abril,CARBOXITERAPIA,400.0,185.68,46.42
SOROCABA,ESTÉTICA,Abril,CRIOLIPÓLISE,780.0,343.87,44.08615384615384
SOROCABA,ESTÉTICA,Abril,DRENAGEM,2612.0,975.2,37.33555895865237
SOROCABA,ESTÉTICA,Abril,HECCUS,497.0,242.58,48.80961770623743
SOROCABA,ESTÉTICA,Abril,LIMPEZA DE PELE,3730.0,207.0,5.549651474530835
SOROCABA,ESTÉTICA,Abril,PRÓ- SHAPE,1000.0,308.4,30.84
SOROCABA,ESTÉTICA,Agosto,CARBOXITERAPIA,2877.0,1354.08,47.06554744525547
SOROCABA,ESTÉTICA,Agosto,DRENAGEM,2480.0,1026.64,41.396854838709665
SOROCABA,ESTÉTICA,Agosto,LIMPEZA DE PELE,4830.0,1300.86,26.93296066252588
SOROCABA,ESTÉTICA,Agosto,PEELING DE DIAMANTE,180.0,61.55,34.19555555555556
SOROCABA,ESTÉTICA,Agosto,PRÓ-SHAPE,650.0,260.01,40.00153846153846
SOROCABA,ESTÉTICA,Fevereiro,CARBOXITERAPIA,500.0,232.1,46.42
SOROCABA,ESTÉTICA,Fevereiro,CRIOLIPÓLISE,3040.0,1319.06,43.38999999999999
SOROCABA,ESTÉTICA,Fevereiro,DRENAGEM,2017.0,757.86,37.57371343579574
SOROCABA,ESTÉTICA,Fevereiro,DRENAGEM 30 MIN,944.0,389.74,41.28576271186441
SOROCABA,ESTÉTICA,Fevereiro,HECCUS,1098.0,558.53,50.86786885245902
SOROCABA,ESTÉTICA,Fevereiro,LIMPEZA DE PELE,6060.0,-414.6,-6.8415181518151815
SOROCABA,ESTÉTICA,Fevereiro,PRÓ- SHAPE,1000.0,308.4,30.84
SOROCABA,ESTÉTICA,Fevereiro,PRÓ-SHAPE,1200.0,449.48,37.45666666666666
SOROCABA,ESTÉTICA,Fevereiro,RADIOFREQUÊNCIA,141.0,70.81,50.220851063829784
SOROCABA,ESTÉTICA,Julho,CARBOXITERAPIA,1132.0,509.07,44.971095406360426
SOROCABA,ESTÉTICA,Julho,DRENAGEM,1580.0,536.33,33.945063291139235
SOROCABA,ESTÉTICA,Julho,HECCUS,2080.0,1013.63,48.7323076923077
SOROCABA,ESTÉTICA,Julho,LIMPEZA DE PELE,7620.0,407.65,5.34971128608924
SOROCABA,ESTÉTICA,Julho,PRÓ- SHAPE,1000.0,308.4,30.84
SOROCABA,ESTÉTICA,Julho,PRÓ-SHAPE,2970.0,904.04,30.4389898989899
SOROCABA,ESTÉTICA,Julho,RADIOFREQUÊNCIA,990.0,411.85,41.60060606060606
SOROCABA,ESTÉTICA,Junho,CARBOXITERAPIA,1090.0,503.57,46.198715596330274
SOROCABA,ESTÉTICA,Junho,CRIOLIPÓLISE,1560.0,687.74,44.08615384615384
SOROCABA,ESTÉTICA,Junho,DRENAGEM,3860.0,1277.34,33.09181347150259
SOROCABA,ESTÉTICA,Junho,HECCUS,820.0,362.43,44.19853658536586
SOROCABA,ESTÉTICA,Junho,LIMPEZA DE PELE,3090.0,113.21,3.6636245954692575
SOROCABA,ESTÉTICA,Junho,PRÓ- SHAPE,990.0,301.35,30.4389898989899
SOROCABA,ESTÉTICA,Junho,RADIOFREQUÊNCIA,1420.0,428.67,30.18788732394367
SOROCABA,ESTÉTICA,Maio,CARBOXITERAPIA,497.0,229.98,46.27440643863179
SOROCABA,ESTÉTICA,Maio,CRIOLIPÓLISE,2730.0,1203.55,44.08615384615384
SOROCABA,ESTÉTICA,Maio,DRENAGEM,5410.0,1821.42,33.66772643253235
SOROCABA,ESTÉTICA,Maio,DRENAGEM 30 MIN,295.0,121.79,41.28576271186441
SOROCABA,ESTÉTICA,Maio,LIMPEZA DE PELE,2940.0,7.4,0.25156462585034417
SOROCABA,ESTÉTICA,Maio,PRÓ- SHAPE,550.0,189.47,34.44909090909091
SOROCABA,ESTÉTICA,Março,CARBOXITERAPIA,2410.0,1169.37,48.52174273858921
SOROCABA,ESTÉTICA,Março,CRIOLIPÓLISE,8340.0,3200.62,38.376690647482015
SOROCABA,ESTÉTICA,Março,DRENAGEM,1930.0,754.31,39.08352331606218
SOROCABA,ESTÉTICA,Março,DRENAGEM 30 MIN,885.0,365.38,41.28576271186441
SOROCABA,ESTÉTICA,Março,HECCUS,2290.0,1075.37,46.95921397379912
SOROCABA,ESTÉTICA,Março,LIMPEZA DE PELE,2240.0,308.42,13.76857142857143
SOROCABA,ESTÉTICA,Março,PEELING DE DIAMANTE,90.0,30.78,34.19555555555556
SOROCABA,ESTÉTICA,Março,PRÓ- SHAPE,250.0,96.95,38.78
SOROCABA,ESTÉTICA,Março,PRÓ-SHAPE,1300.0,520.02,40.00153846153846
SOROCABA,ESTÉTICA,Março,RADIOFREQUÊNCIA,1000.0,418.9,41.89000000000001
SOROCABA,ESTÉTICA,Novembro,CARBOXITERAPIA,1274.0,609.24,47.82100470957613
SOROCABA,ESTÉTICA,Novembro,CRIOLIPÓLISE,990.0,388.84,39.276363636363634
SOROCABA,ESTÉTICA,Novembro,DRENAGEM,1484.0,613.16,41.318301886792455
SOROCABA,ESTÉTICA,Novembro,LIMPEZA DE PELE,5350.0,-478.29,-8.939999999999998
SOROCABA,ESTÉTICA,Outubro,CARBOXITERAPIA,2178.0,1005.72,46.17636363636363
SOROCABA,ESTÉTICA,Outubro,CRIOLIPÓLISE,5770.0,2625.78,45.507417677642984
SOROCABA,ESTÉTICA,Outubro,DRENAGEM,6421.0,2679.13,41.724550693038466
SOROCABA,ESTÉTICA,Outubro,HECCUS,990.0,482.35,48.721818181818186
SOROCABA,ESTÉTICA,Outubro,LIMPEZA DE PELE,4320.0,1139.81,26.384444444444448
SOROCABA,ESTÉTICA,Outubro,PRÓ-SHAPE,2970.0,904.04,30.4389898989899
SOROCABA,ESTÉTICA,Outubro,RADIOFREQUÊNCIA,990.0,411.85,41.60060606060606
SOROCABA,ESTÉTICA,Setembro,CARBOXITERAPIA,1188.0,548.58,46.17636363636364
SOROCABA,ESTÉTICA,Setembro,CRIOLIPÓLISE,1580.0,701.85,44.42101265822785
SOROCABA,ESTÉTICA,Setembro,DRENAGEM,4452.0,1666.03,37.422075471698115
SOROCABA,ESTÉTICA,Setembro,HECCUS,2930.0,1418.82,48.4239590443686
SOROCABA,ESTÉTICA,Setembro,LIMPEZA DE PELE,2520.0,664.89,26.384444444444448
SOROCABA,ESTÉTICA,Setembro,PRÓ- SHAPE,1450.0,506.73,34.946896551724144
SOROCABA,ESTÉTICA,Setembro,RADIOFREQUÊNCIA,495.0,205.92,41.60060606060606
SOROCABA,LAVIEEN,Abril,LAVIEEN,19945.34,7780.69,39.01007872515585
SOROCABA,LAVIEEN,Abril,PRÓ-SÉRUM,150.0,38.57,25.71333333333334
SOROCABA,LAVIEEN,Agosto,LAVIEEN,13398.0,6258.2,46.709950738916255
SOROCABA,LAVIEEN,Agosto,PRÓ-SÉRUM,600.0,154.28,25.71333333333334
SOROCABA,LAVIEEN,Fevereiro,LAVIEEN,12856.0,5488.87,42.69502489110143
SOROCABA,LAVIEEN,Julho,LAVIEEN,11858.0,4784.88,40.35151964918199
SOROCABA,LAVIEEN,Julho,PRÓ-SÉRUM,3300.0,848.54,25.71333333333334
SOROCABA,LAVIEEN,Junho,LAVIEEN,8484.0,3372.36,39.74968882602546
SOROCABA,LAVIEEN,Junho,PRÓ-SÉRUM,1200.0,308.56,25.71333333333334
SOROCABA,LAVIEEN,Maio,LAVIEEN,8673.0,3505.68,40.4206641300588
SOROCABA,LAVIEEN,Maio,PRÓ-SÉRUM,1350.0,347.13,25.71333333333334
SOROCABA,LAVIEEN,Março,LAVIEEN,11137.0,4856.79,43.60949806949807
SOROCABA,LAVIEEN,Novembro,LAVIEEN,3980.0,1646.49,41.36914572864321
SOROCABA,LAVIEEN,Novembro,PRÓ-SÉRUM,300.0,77.14,25.71333333333334
SOROCABA,LAVIEEN,Outubro,LAVIEEN,12710.0,5482.63,43.13638080251771
SOROCABA,LAVIEEN,Outubro,PRÓ-SÉRUM,1200.0,308.56,25.71333333333334
SOROCABA,LAVIEEN,Setembro,LAVIEEN,8740.0,3649.7,41.75853546910755
SOROCABA,LAVIEEN,Setembro,PRÓ-SÉRUM,300.0,77.14,25.71333333333334
SOROCABA,MEDICINA ESTÉTICA,Abril,BOTOX LIGHT,1770.0,761.18,43.00440677966101
SOROCABA,MEDICINA ESTÉTICA,Abril,BOTOX POWER,17082.0,5893.24,34.49972368575109
SOROCABA,MEDICINA ESTÉTICA,Abril,ENZIMA MELASMA,600.0,269.88,44.98
SOROCABA,MEDICINA ESTÉTICA,Abril,PEELING QUÍMICO,400.0,219.48,54.870000000000005
SOROCABA,MEDICINA ESTÉTICA,Abril,PREENCHIMENTO,9599.0,3495.33,36.413528492551315
SOROCABA,MEDICINA ESTÉTICA,Abril,PRÓ-LIPO,2400.0,1194.84,49.785000000000004
SOROCABA,MEDICINA ESTÉTICA,Abril,PRÓ-MESO,1000.0,476.3,47.63
SOROCABA,MEDICINA ESTÉTICA,Abril,RADIESSE,12000.0,2295.36,19.128000000000007
SOROCABA,MEDICINA ESTÉTICA,Abril,SCULPTRA,22400.0,3390.8,15.137499999999998
SOROCABA,MEDICINA ESTÉTICA,Abril,SECAGEM,1000.0,570.4,57.04000000000001
SOROCABA,MEDICINA ESTÉTICA,Agosto,BOTOX LIGHT,1680.0,697.69,41.529285714285706
SOROCABA,MEDICINA ESTÉTICA,Agosto,BOTOX POWER,20924.8,7372.67,35.23414283529592
SOROCABA,MEDICINA ESTÉTICA,Agosto,ENZIMA MELASMA,500.0,250.46,50.092000000000006
SOROCABA,MEDICINA ESTÉTICA,Agosto,PEELING QUÍMICO,1670.0,927.3,55.52682634730539
SOROCABA,MEDICINA ESTÉTICA,Agosto,PREENCHIMENTO,7530.0,2631.46,34.94637450199204
SOROCABA,MEDICINA ESTÉTICA,Agosto,SCULPTRA,19000.0,3060.8,16.109473684210524
SOROCABA,MEDICINA ESTÉTICA,Agosto,SECAGEM,160.0,90.36,56.477500000000006
SOROCABA,MEDICINA ESTÉTICA,Fevereiro,BOTOX LIGHT,2450.0,1078.39,44.015918367346934
SOROCABA,MEDICINA ESTÉTICA,Fevereiro,BOTOX POWER,20769.0,7262.77,34.96929365881844
SOROCABA,MEDICINA ESTÉTICA,Fevereiro,DERMAROLLER,1239.0,527.55,42.578740920096855
SOROCABA,MEDICINA ESTÉTICA,Fevereiro,ENZIMA MELASMA,2070.0,1051.22,50.783478260869565
SOROCABA,MEDICINA ESTÉTICA,Fevereiro,PEELING QUÍMICO,2270.0,1287.86,56.73383259911895
SOROCABA,MEDICINA ESTÉTICA,Fevereiro,PREENCHIMENTO,17358.0,6586.13,37.94292660444752
SOROCABA,MEDICINA ESTÉTICA,Fevereiro,PRÓ-LIPO,3560.0,1847.06,51.883820224719116
SOROCABA,MEDICINA ESTÉTICA,Fevereiro,PRÓ-MESO,400.0,190.52,47.63000000000001
SOROCABA,MEDICINA ESTÉTICA,Fevereiro,RADIESSE,1800.0,498.54,27.696666666666676
SOROCABA,MEDICINA ESTÉTICA,Fevereiro,SCULPTRA,19500.0,3413.5,17.505128205128205
SOROCABA,MEDICINA ESTÉTICA,Fevereiro,SECAGEM,340.0,194.84,57.30470588235295
SOROCABA,MEDICINA ESTÉTICA,Julho,BOTOX LIGHT,2861.0,1205.85,42.14782943026913
SOROCABA,MEDICINA ESTÉTICA,Julho,BOTOX POWER,22599.7,7938.51,35.12660955676403
SOROCABA,MEDICINA ESTÉTICA,Julho,ENZIMA MELASMA,600.0,269.88,44.98
SOROCABA,MEDICINA ESTÉTICA,Julho,PEELING QUÍMICO,1950.0,1093.47,56.075384615384614
SOROCABA,MEDICINA ESTÉTICA,Julho,PREENCHIMENTO,10644.0,3636.88,34.1683352123262
SOROCABA,MEDICINA ESTÉTICA,Julho,PRÓ-BELLA,597.0,219.82,36.82140703517588
SOROCABA,MEDICINA ESTÉTICA,Julho,PRÓ-LIPO,3790.0,1843.27,48.63498680738787
SOROCABA,MEDICINA ESTÉTICA,Julho,RADIESSE,8050.0,1822.57,22.64062111801243
SOROCABA,MEDICINA ESTÉTICA,Julho,SCULPTRA,5400.0,706.62,13.085555555555553
SOROCABA,MEDICINA ESTÉTICA,Julho,SECAGEM,480.0,271.09,56.47749999999999
SOROCABA,MEDICINA ESTÉTICA,Junho,BOTOX LIGHT,1290.0,585.05,45.35240310077519
SOROCABA,MEDICINA ESTÉTICA,Junho,BOTOX POWER,17911.0,6170.2,34.44921779911787
SOROCABA,MEDICINA ESTÉTICA,Junho,PEELING QUÍMICO,200.0,109.74,54.870000000000005
SOROCABA,MEDICINA ESTÉTICA,Junho,PREENCHIMENTO,8964.0,3047.41,33.99604640785364
SOROCABA,MEDICINA ESTÉTICA,Junho,PRÓ-LIPO,1200.0,597.42,49.785000000000004
SOROCABA,MEDICINA ESTÉTICA,Junho,RADIESSE,4500.0,860.76,19.128000000000007
SOROCABA,MEDICINA ESTÉTICA,Junho,SCULPTRA,11000.0,1554.32,14.130181818181816
SOROCABA,MEDICINA ESTÉTICA,Junho,SECAGEM,1871.0,1049.8,56.10921432389097
SOROCABA,MEDICINA ESTÉTICA,Maio,BOTOX LIGHT,2950.0,1268.63,43.00440677966101
SOROCABA,MEDICINA ESTÉTICA,Maio,BOTOX POWER,19491.0,6669.09,34.21626083833565
SOROCABA,MEDICINA ESTÉTICA,Maio,DERMAROLLER,305.0,99.67,32.67770491803279
SOROCABA,MEDICINA ESTÉTICA,Maio,PREENCHIMENTO,15805.0,5788.45,36.62415058525784
SOROCABA,MEDICINA ESTÉTICA,Maio,PRÓ-LIPO,3850.0,1802.57,46.82000000000001
SOROCABA,MEDICINA ESTÉTICA,Maio,RADIESSE,8000.0,1787.3,22.341250000000006
SOROCABA,MEDICINA ESTÉTICA,Maio,SCULPTRA,26200.0,4002.96,15.278473282442748
SOROCABA,MEDICINA ESTÉTICA,Março,BOTOX LIGHT,1880.0,838.77,44.615531914893616
SOROCABA,MEDICINA ESTÉTICA,Março,BOTOX POWER,25136.0,8804.15,35.026075747931266
SOROCABA,MEDICINA ESTÉTICA,Março,DERMAROLLER,1416.0,652.41,46.07389830508474
SOROCABA,MEDICINA ESTÉTICA,Março,PEELING QUÍMICO,690.0,392.71,56.91391304347826
SOROCABA,MEDICINA ESTÉTICA,Março,PREENCHIMENTO,20291.3,7464.08,36.7846467205157
SOROCABA,MEDICINA ESTÉTICA,Março,PRÓ-BELLA,800.0,295.92,36.99000000000001
SOROCABA,MEDICINA ESTÉTICA,Março,PRÓ-LIPO,4690.0,2395.11,51.06835820895523
SOROCABA,MEDICINA ESTÉTICA,Março,PRÓ-MESO,1000.0,476.3,47.63
SOROCABA,MEDICINA ESTÉTICA,Março,RADIESSE,3000.0,573.84,19.128000000000007
SOROCABA,MEDICINA ESTÉTICA,Março,SCULPTRA,29890.0,5571.71,18.640702576112414
SOROCABA,MEDICINA ESTÉTICA,Março,SECAGEM,170.0,97.42,57.30470588235295
SOROCABA,MEDICINA ESTÉTICA,Novembro,BOTOX LIGHT,1050.0,415.75,39.59523809523809
SOROCABA,MEDICINA ESTÉTICA,Novembro,BOTOX POWER,10669.92,3524.9,33.0358762577414
SOROCABA,MEDICINA ESTÉTICA,Novembro,GLÚTEO MAX,2160.0,933.5,43.21777777777778
SOROCABA,MEDICINA ESTÉTICA,Novembro,PREENCHIMENTO,2399.97,799.54,33.31453468168352
SOROCABA,MEDICINA ESTÉTICA,Novembro,SCULPTRA,12910.0,1867.45,14.46517428350116
SOROCABA,MEDICINA ESTÉTICA,Novembro,SECAGEM,1120.0,610.05,54.46857142857143
SOROCABA,MEDICINA ESTÉTICA,Outubro,BOTOX LIGHT,2330.0,993.74,42.649871244635186
SOROCABA,MEDICINA ESTÉTICA,Outubro,BOTOX POWER,23249.89,8089.33,34.79299216469412
SOROCABA,MEDICINA ESTÉTICA,Outubro,DERMAROLLER,390.0,159.63,40.92974358974358
SOROCABA,MEDICINA ESTÉTICA,Outubro,GLÚTEO MAX,5760.0,2489.34,43.217777777777776
SOROCABA,MEDICINA ESTÉTICA,Outubro,PEELING QUÍMICO,2000.0,1097.4,54.870000000000005
SOROCABA,MEDICINA ESTÉTICA,Outubro,PREENCHIMENTO,11579.92,3999.28,34.536297038321514
SOROCABA,MEDICINA ESTÉTICA,Outubro,PRÓ-LIPO,7066.0,3531.51,49.97886215680726
SOROCABA,MEDICINA ESTÉTICA,Outubro,RADIESSE,3000.0,573.84,19.128000000000007
SOROCABA,MEDICINA ESTÉTICA,Outubro,SCULPTRA,10000.0,1883.1,18.830999999999996
SOROCABA,MEDICINA ESTÉTICA,Outubro,SECAGEM,1750.0,1009.45,57.682857142857145
SOROCABA,MEDICINA ESTÉTICA,Setembro,BOTOX POWER,15677.98,5518.49,35.19896754556392
SOROCABA,MEDICINA ESTÉTICA,Setembro,ENZIMA MELASMA,690.0,333.37,48.31391304347826
SOROCABA,MEDICINA ESTÉTICA,Setembro,PEELING QUÍMICO,2450.0,1352.15,55.189795918367345
SOROCABA,MEDICINA ESTÉTICA,Setembro,PREENCHIMENTO,5460.0,2064.68,37.814725274725284
SOROCABA,MEDICINA ESTÉTICA,Setembro,PRÓ-MESO,2400.0,1234.76,51.44833333333333
SOROCABA,MEDICINA ESTÉTICA,Setembro,RADIESSE,1500.0,286.92,19.128000000000007
SOROCABA,MEDICINA ESTÉTICA,Setembro,SCULPTRA,16800.0,2543.1,15.137499999999998
SOROCABA,MEDICINA ESTÉTICA,Setembro,SECAGEM,1400.0,785.06,56.075714285714284
