Unidade,Grupo,Mês venda,Procedimentos Padronizados,Quantidade
SOROCABA,MEDICINA ESTÉTICA,Agosto,PREENCHIMENTO,9.0
SOROCABA,MEDICINA ESTÉTICA,Agosto,SCULPTRA,10.0
SOROCABA,MEDICINA ESTÉTICA,Agosto,SECAGEM,1.0
SOROCABA,MEDICINA ESTÉTICA,Fevereiro,BOTOX LIGHT,4.0
SOROCABA,MEDICINA ESTÉTICA,Fevereiro,BOTOX POWER,24.0
SOROCABA,MEDICINA ESTÉTICA,Fevereiro,DERMAROLLER,3.0
SOROCABA,MEDICINA ESTÉTICA,Fevereiro,ENZIMA MELASMA,8.0
SOROCABA,MEDICINA ESTÉTICA,Fevereiro,PEELING QUÍMICO,10.0
SOROCABA,MEDICINA ESTÉTICA,Fevereiro,PREENCHIMENTO,19.0
SOROCABA,MEDICINA ESTÉTICA,Fevereiro,PRÓ-LIPO,16.0
SOROCABA,MEDICINA ESTÉTICA,Fevereiro,PRÓ-MESO,2.0
SOROCABA,MEDICINA ESTÉTICA,Fevereiro,RADIESSE,1.0
SOROCABA,MEDICINA ESTÉTICA,Fevereiro,SCULPTRA,10.0
SOROCABA,MEDICINA ESTÉTICA,Fevereiro,SECAGEM,2.0
SOROCABA,MEDICINA ESTÉTICA,Janeiro,BOTOX LIGHT,3.0
SOROCABA,MEDICINA ESTÉTICA,Janeiro,BOTOX POWER,22.0
SOROCABA,MEDICINA ESTÉTICA,Janeiro,DERMAROLLER,4.0
SOROCABA,MEDICINA ESTÉTICA,Janeiro,ENZIMA MELASMA,3.0
SOROCABA,MEDICINA ESTÉTICA,Janeiro,PEELING QUÍMICO,5.0
SOROCABA,MEDICINA ESTÉTICA,Janeiro,PREENCHIMENTO,19.0
SOROCABA,MEDICINA ESTÉTICA,Janeiro,PRÓ-BELLA,3.0
SOROCABA,MEDICINA ESTÉTICA,Janeiro,PRÓ-LIPO,26.0
SOROCABA,MEDICINA ESTÉTICA,Janeiro,PRÓ-MESO,12.0
SOROCABA,MEDICINA ESTÉTICA,Janeiro,RADIESSE,8.0
SOROCABA,MEDICINA ESTÉTICA,Janeiro,SCULPTRA,10.0
SOROCABA,MEDICINA ESTÉTICA,Janeiro,SECAGEM,9.0
SOROCABA,MEDICINA ESTÉTICA,Julho,BOTOX LIGHT,5.0
SOROCABA,MEDICINA ESTÉTICA,Julho,BOTOX POWER,26.0
SOROCABA,MEDICINA ESTÉTICA,Julho,ENZIMA MELASMA,3.0
SOROCABA,MEDICINA ESTÉTICA,Julho,PEELING QUÍMICO,9.0
SOROCABA,MEDICINA ESTÉTICA,Julho,PREENCHIMENTO,13.0
SOROCABA,MEDICINA ESTÉTICA,Julho,PRÓ-BELLA,3.0
SOROCABA,MEDICINA ESTÉTICA,Julho,PRÓ-LIPO,20.0
SOROCABA,MEDICINA ESTÉTICA,Julho,RADIESSE,5.0
SOROCABA,MEDICINA ESTÉTICA,Julho,SCULPTRA,3.0
SOROCABA,MEDICINA ESTÉTICA,Julho,SECAGEM,3.0
SOROCABA,MEDICINA ESTÉTICA,Junho,BOTOX LIGHT,2.0
SOROCABA,MEDICINA ESTÉTICA,Junho,BOTOX POWER,21.0
SOROCABA,MEDICINA ESTÉTICA,Junho,PEELING QUÍMICO,1.0
SOROCABA,MEDICINA ESTÉTICA,Junho,PREENCHIMENTO,11.0
SOROCABA,MEDICINA ESTÉTICA,Junho,PRÓ-LIPO,6.0
SOROCABA,MEDICINA ESTÉTICA,Junho,RADIESSE,3.0
SOROCABA,MEDICINA ESTÉTICA,Junho,SCULPTRA,6.0
SOROCABA,MEDICINA ESTÉTICA,Junho,SECAGEM,12.0
SOROCABA,MEDICINA ESTÉTICA,Maio,BOTOX LIGHT,5.0
SOROCABA,MEDICINA ESTÉTICA,Maio,BOTOX POWER,23.0
SOROCABA,MEDICINA ESTÉTICA,Maio,DERMAROLLER,1.0
SOROCABA,MEDICINA ESTÉTICA,Maio,PREENCHIMENTO,18.0
SOROCABA,MEDICINA ESTÉTICA,Maio,PRÓ-LIPO,22.0
SOROCABA,MEDICINA ESTÉTICA,Maio,RADIESSE,5.0
SOROCABA,MEDICINA ESTÉTICA,Maio,SCULPTRA,14.0
SOROCABA,MEDICINA ESTÉTICA,Março,BOTOX LIGHT,3.0
SOROCABA,MEDICINA ESTÉTICA,Março,BOTOX POWER,29.0
SOROCABA,MEDICINA ESTÉTICA,Março,DERMAROLLER,3.0
SOROCABA,MEDICINA ESTÉTICA,Março,PEELING QUÍMICO,3.0
SOROCABA,MEDICINA ESTÉTICA,Março,PREENCHIMENTO,23.0
SOROCABA,MEDICINA ESTÉTICA,Março,PRÓ-BELLA,4.0
SOROCABA,MEDICINA ESTÉTICA,Março,PRÓ-LIPO,22.0
SOROCABA,MEDICINA ESTÉTICA,Março,PRÓ-MESO,5.0
SOROCABA,MEDICINA ESTÉTICA,Março,RADIESSE,2.0
SOROCABA,MEDICINA ESTÉTICA,Março,SCULPTRA,15.0
SOROCABA,MEDICINA ESTÉTICA,Março,SECAGEM,1.0
SOROCABA,MEDICINA ESTÉTICA,Novembro,BOTOX LIGHT,6.0
SOROCABA,MEDICINA ESTÉTICA,Novembro,BOTOX POWER,68.0
SOROCABA,MEDICINA ESTÉTICA,Novembro,GLÚTEO MAX,21.0
SOROCABA,MEDICINA ESTÉTICA,Novembro,PEELING QUÍMICO,5.0
SOROCABA,MEDICINA ESTÉTICA,Novembro,PREENCHIMENTO,11.0
SOROCABA,MEDICINA ESTÉTICA,Novembro,PRÓ-LIPO,35.0
SOROCABA,MEDICINA ESTÉTICA,Novembro,RADIESSE,3.0
SOROCABA,MEDICINA ESTÉTICA,Novembro,SCULPTRA,19.0
SOROCABA,MEDICINA ESTÉTICA,Novembro,SECAGEM,18.0
SOROCABA,MEDICINA ESTÉTICA,Outubro,BOTOX LIGHT,4.0
SOROCABA,MEDICINA ESTÉTICA,Outubro,BOTOX POWER,27.0
SOROCABA,MEDICINA ESTÉTICA,Outubro,DERMAROLLER,1.0
SOROCABA,MEDICINA ESTÉTICA,Outubro,GLÚTEO MAX,16.0
SOROCABA,MEDICINA ESTÉTICA,Outubro,PEELING QUÍMICO,10.0
SOROCABA,MEDICINA ESTÉTICA,Outubro,PREENCHIMENTO,14.0
SOROCABA,MEDICINA ESTÉTICA,Outubro,PRÓ-LIPO,35.0
SOROCABA,MEDICINA ESTÉTICA,Outubro,RADIESSE,2.0
SOROCABA,MEDICINA ESTÉTICA,Outubro,SCULPTRA,5.0
SOROCABA,MEDICINA ESTÉTICA,Outubro,SECAGEM,10.0
SOROCABA,MEDICINA ESTÉTICA,Setembro,BOTOX POWER,18.0
SOROCABA,MEDICINA ESTÉTICA,Setembro,ENZIMA MELASMA,3.0
SOROCABA,MEDICINA ESTÉTICA,Setembro,PEELING QUÍMICO,12.0
SOROCABA,MEDICINA ESTÉTICA,Setembro,PREENCHIMENTO,6.0
SOROCABA,MEDICINA ESTÉTICA,Setembro,PRÓ-MESO,10.0
SOROCABA,MEDICINA ESTÉTICA,Setembro,RADIESSE,1.0
SOROCABA,MEDICINA ESTÉTICA,Setembro,SCULPTRA,9.0
SOROCABA,MEDICINA ESTÉTICA,Setembro,SECAGEM,9.0
SOROCABA,ULTRAFORMER_III,Agosto,ULTRAFORMER FULLFACE,18.0
SOROCABA,ULTRAFORMER_III,Agosto,ULTRAFORMER FULLFACE + PESCOÇO,1.0
SOROCABA,ULTRAFORMER_III,Agosto,ULTRAFORMER FULLFACE + PESCOÇO + PAPADA,1.0
SOROCABA,ULTRAFORMER_III,Agosto,ULTRAFORMER MAÇA DO ROSTO,1.0
SOROCABA,ULTRAFORMER_III,Agosto,ULTRAFORMER OLHOS,6.0
SOROCABA,ULTRAFORMER_III,Agosto,ULTRAFORMER PAPADA,3.0
SOROCABA,ULTRAFORMER_III,Agosto,ULTRAFORMER PESCOÇO,1.0
SOROCABA,ULTRAFORMER_III,Fevereiro,ULTRAFORMER FULLFACE,6.0
SOROCABA,ULTRAFORMER_III,Fevereiro,ULTRAFORMER FULLFACE + PESCOÇO,2.0
SOROCABA,ULTRAFORMER_III,Janeiro,ULTRAFORMER FULLFACE,3.0
SOROCABA,ULTRAFORMER_III,Janeiro,ULTRAFORMER GLUTEO,2.0
SOROCABA,ULTRAFORMER_III,Janeiro,ULTRAFORMER MAÇA DO ROSTO,3.0
SOROCABA,ULTRAFORMER_III,Janeiro,ULTRAFORMER OLHOS,1.0
SOROCABA,ULTRAFORMER_III,Janeiro,ULTRAFORMER PESCOÇO,2.0
SOROCABA,ULTRAFORMER_III,Julho,ULTRAFORMER FULLFACE,16.0
SOROCABA,ULTRAFORMER_III,Julho,ULTRAFORMER FULLFACE + PESCOÇO,1.0
SOROCABA,ULTRAFORMER_III,Julho,ULTRAFORMER MAÇA DO ROSTO,1.0
SOROCABA,ULTRAFORMER_III,Julho,ULTRAFORMER OLHOS,1.0
SOROCABA,ULTRAFORMER_III,Julho,ULTRAFORMER PAPADA,8.0
SOROCABA,ULTRAFORMER_III,Julho,ULTRAFORMER PESCOÇO,1.0
SOROCABA,ULTRAFORMER_III,Junho,ULTRAFORMER FULLFACE,10.0
SOROCABA,ULTRAFORMER_III,Junho,ULTRAFORMER FULLFACE + PESCOÇO,2.0
SOROCABA,ULTRAFORMER_III,Junho,ULTRAFORMER MAÇA DO ROSTO,4.0
SOROCABA,ULTRAFORMER_III,Junho,ULTRAFORMER OLHOS,3.0
SOROCABA,ULTRAFORMER_III,Junho,ULTRAFORMER PAPADA,1.0
SOROCABA,ULTRAFORMER_III,Maio,ULTRAFORMER FULLFACE,10.0
SOROCABA,ULTRAFORMER_III,Maio,ULTRAFORMER MAÇA DO ROSTO,1.0
SOROCABA,ULTRAFORMER_III,Maio,ULTRAFORMER OLHOS,4.0
SOROCABA,ULTRAFORMER_III,Maio,ULTRAFORMER PAPADA,7.0
SOROCABA,ULTRAFORMER_III,Maio,ULTRAFORMER PESCOÇO,2.0
SOROCABA,ULTRAFORMER_III,Março,ULTRAFORMER FULLFACE,8.0
SOROCABA,ULTRAFORMER_III,Março,ULTRAFORMER FULLFACE + PESCOÇO,3.0
SOROCABA,ULTRAFORMER_III,Março,ULTRAFORMER MAÇA DO ROSTO,1.0
SOROCABA,ULTRAFORMER_III,Março,ULTRAFORMER PAPADA,5.0
SOROCABA,ULTRAFORMER_III,Novembro,ULTRAFORMER FULLFACE,24.0
SOROCABA,ULTRAFORMER_III,Novembro,ULTRAFORMER MAÇA DO ROSTO,2.0
SOROCABA,ULTRAFORMER_III,Novembro,ULTRAFORMER OLHOS,6.0
SOROCABA,ULTRAFORMER_III,Novembro,ULTRAFORMER PAPADA,12.0
SOROCABA,ULTRAFORMER_III,Novembro,ULTRAFORMER PESCOÇO,5.0
SOROCABA,ULTRAFORMER_III,Outubro,ULTRAFORMER FULLFACE,11.0
SOROCABA,ULTRAFORMER_III,Outubro,ULTRAFORMER FULLFACE + PESCOÇO,3.0
SOROCABA,ULTRAFORMER_III,Outubro,ULTRAFORMER MAÇA DO ROSTO,3.0
SOROCABA,ULTRAFORMER_III,Outubro,ULTRAFORMER OLHOS,1.0
SOROCABA,ULTRAFORMER_III,Outubro,ULTRAFORMER PAPADA,17.0
SOROCABA,ULTRAFORMER_III,Outubro,ULTRAFORMER PESCOÇO,2.0
SOROCABA,ULTRAFORMER_III,Setembro,ULTRAFORMER FULLFACE,17.0
SOROCABA,ULTRAFORMER_III,Setembro,ULTRAFORMER FULLFACE + PESCOÇO,1.0
SOROCABA,ULTRAFORMER_III,Setembro,ULTRAFORMER MAÇA DO ROSTO,4.0
SOROCABA,ULTRAFORMER_III,Setembro,ULTRAFORMER OLHOS,6.0
SOROCABA,ULTRAFORMER_III,Setembro,ULTRAFORMER PAPADA,8.0
SOROCABA,ULTRAFORMER_III,Setembro,ULTRAFORMER PESCOÇO,1.0
SÃO BERNARDO,ESTÉTICA,Novembro,CARBOXITERAPIA,15.0
SÃO BERNARDO,ESTÉTICA,Novembro,CRIOLIPÓLISE,9.0
SÃO BERNARDO,ESTÉTICA,Novembro,DRENAGEM,39.0
SÃO BERNARDO,ESTÉTICA,Novembro,HECCUS,17.0
SÃO BERNARDO,ESTÉTICA,Novembro,HIDRATAÇÃO,1.0
SÃO BERNARDO,ESTÉTICA,Novembro,LIMPEZA DE PELE,113.0
SÃO BERNARDO,ESTÉTICA,Novembro,PRÓ- SHAPE,8.0
SÃO BERNARDO,ESTÉTICA,Novembro,PRÓ-SHAPE,10.0
SÃO BERNARDO,ESTÉTICA,Novembro,RADIOFREQUÊNCIA,6.0
SÃO BERNARDO,ESTÉTICA,Outubro,CARBOXITERAPIA,11.0
SÃO BERNARDO,ESTÉTICA,Outubro,CRIOLIPÓLISE,7.0
SÃO BERNARDO,ESTÉTICA,Outubro,DRENAGEM,51.0
SÃO BERNARDO,ESTÉTICA,Outubro,DRENAGEM 30 MIN,10.0
SÃO BERNARDO,ESTÉTICA,Outubro,HECCUS,32.0
SÃO BERNARDO,ESTÉTICA,Outubro,LIMPEZA DE PELE,39.0
SÃO BERNARDO,ESTÉTICA,Outubro,PRÓ- SHAPE,17.0
SÃO BERNARDO,ESTÉTICA,Outubro,RADIOFREQUÊNCIA,3.0
SÃO BERNARDO,ESTÉTICA,Setembro,CARBOXITERAPIA,5.0
SÃO BERNARDO,ESTÉTICA,Setembro,DRENAGEM,15.0
SÃO BERNARDO,ESTÉTICA,Setembro,DRENAGEM 30 MIN,10.0
SÃO BERNARDO,ESTÉTICA,Setembro,HECCUS,20.0
SÃO BERNARDO,ESTÉTICA,Setembro,LIMPEZA DE PELE,13.0
SÃO BERNARDO,ESTÉTICA,Setembro,PRÓ- SHAPE,5.0
SÃO BERNARDO,ESTÉTICA,Setembro,RADIOFREQUÊNCIA,5.0
SÃO BERNARDO,LAVIEEN,Novembro,LAVIEEN,65.0
SÃO BERNARDO,LAVIEEN,Novembro,PRÓ-SÉRUM,16.0
SÃO BERNARDO,LAVIEEN,Outubro,LAVIEEN,19.0
SÃO BERNARDO,LAVIEEN,Outubro,PRÓ-SÉRUM,11.0
SÃO BERNARDO,LAVIEEN,Setembro,LAVIEEN,13.0
SÃO BERNARDO,LAVIEEN,Setembro,PRÓ-SÉRUM,3.0
SÃO BERNARDO,MEDICINA ESTÉTICA,Novembro,BOTOX POWER,20.0
SÃO BERNARDO,MEDICINA ESTÉTICA,Novembro,DERMAROLLER,1.0
SÃO BERNARDO,MEDICINA ESTÉTICA,Novembro,GLÚTEO MAX,5.0
SÃO BERNARDO,MEDICINA ESTÉTICA,Novembro,PEELING QUÍMICO,9.0
SÃO BERNARDO,MEDICINA ESTÉTICA,Novembro,PREENCHIMENTO,14.0
SÃO BERNARDO,MEDICINA ESTÉTICA,Novembro,PRÓ-BELLA,3.0
SÃO BERNARDO,MEDICINA ESTÉTICA,Novembro,PRÓ-LIPO,17.0
SÃO BERNARDO,MEDICINA ESTÉTICA,Novembro,PRÓ-MESO,10.0
SÃO BERNARDO,MEDICINA ESTÉTICA,Novembro,RADIESSE,3.0
SÃO BERNARDO,MEDICINA ESTÉTICA,Novembro,SCULPTRA,6.0
SÃO BERNARDO,MEDICINA ESTÉTICA,Novembro,SECAGEM,2.0
SÃO BERNARDO,MEDICINA ESTÉTICA,Novembro,UP BUMBUM,1.0
SÃO BERNARDO,MEDICINA ESTÉTICA,Outubro,BOTOX POWER,8.0
SÃO BERNARDO,MEDICINA ESTÉTICA,Outubro,DERMAROLLER,1.0
SÃO BERNARDO,MEDICINA ESTÉTICA,Outubro,PEELING QUÍMICO,3.0
SÃO BERNARDO,MEDICINA ESTÉTICA,Outubro,PREENCHIMENTO,18.0
SÃO BERNARDO,MEDICINA ESTÉTICA,Outubro,PRÓ-LIPO,21.0
SÃO BERNARDO,MEDICINA ESTÉTICA,Outubro,SCULPTRA,1.0
SÃO BERNARDO,MEDICINA ESTÉTICA,Outubro,SECAGEM,8.0
SÃO BERNARDO,MEDICINA ESTÉTICA,Setembro,BOTOX POWER,8.0
SÃO BERNARDO,MEDICINA ESTÉTICA,Setembro,PREENCHIMENTO,4.0
SÃO BERNARDO,MEDICINA ESTÉTICA,Setembro,PRÓ-LIPO,20.0
SÃO BERNARDO,MEDICINA ESTÉTICA,Setembro,SCULPTRA,2.0
SÃO BERNARDO,ULTRAFORMER_III,Novembro,ULTRAFORMER FULLFACE,10.0
SÃO BERNARDO,ULTRAFORMER_III,Novembro,ULTRAFORMER FULLFACE + PESCOÇO,1.0
SÃO BERNARDO,ULTRAFORMER_III,Novembro,ULTRAFORMER PAPADA,7.0
SÃO BERNARDO,ULTRAFORMER_III,Outubro,ULTRAFORMER FULLFACE,4.0
SÃO BERNARDO,ULTRAFORMER_III,Outubro,ULTRAFORMER OLHOS,1.0
SÃO BERNARDO,ULTRAFORMER_III,Outubro,ULTRAFORMER PAPADA,1.0
SÃO BERNARDO,ULTRAFORMER_III,Outubro,ULTRAFORMER PESCOÇO,2.0
SÃO BERNARDO,ULTRAFORMER_III,Setembro,ULTRAFORMER OLHOS,1.0
TATUAPÉ,ESTÉTICA,Agosto,CARBOXITERAPIA,31.0
TATUAPÉ,ESTÉTICA,Agosto,CRIOLIPÓLISE,28.0
TATUAPÉ,ESTÉTICA,Agosto,DRENAGEM,112.0
TATUAPÉ,ESTÉTICA,Agosto,DRENAGEM 30 MIN,31.0
TATUAPÉ,ESTÉTICA,Agosto,HECCUS,47.0
TATUAPÉ,ESTÉTICA,Agosto,LIMPEZA DE PELE,95.0
TATUAPÉ,ESTÉTICA,Agosto,PEELING DE DIAMANTE,3.0
TATUAPÉ,ESTÉTICA,Agosto,PRÓ- SHAPE,1.0
TATUAPÉ,ESTÉTICA,Agosto,PRÓ-SHAPE,1.0
TATUAPÉ,ESTÉTICA,Agosto,RADIOFREQUÊNCIA,15.0
TATUAPÉ,ESTÉTICA,Fevereiro,CARBOXITERAPIA,14.0
TATUAPÉ,ESTÉTICA,Fevereiro,CRIOLIPÓLISE,8.0
TATUAPÉ,ESTÉTICA,Fevereiro,DRENAGEM,37.0
TATUAPÉ,ESTÉTICA,Fevereiro,DRENAGEM 30 MIN,7.0
TATUAPÉ,ESTÉTICA,Fevereiro,HECCUS,41.0
TATUAPÉ,ESTÉTICA,Fevereiro,HIDRATAÇÃO,1.0
TATUAPÉ,ESTÉTICA,Fevereiro,LIMPEZA DE PELE,236.0
TATUAPÉ,ESTÉTICA,Fevereiro,PEELING DE DIAMANTE,6.0
TATUAPÉ,ESTÉTICA,Fevereiro,RADIOFREQUÊNCIA,9.0
TATUAPÉ,ESTÉTICA,Janeiro,CRIOLIPÓLISE,34.0
TATUAPÉ,ESTÉTICA,Janeiro,DRENAGEM,20.0
TATUAPÉ,ESTÉTICA,Janeiro,DRENAGEM 30 MIN,1.0
TATUAPÉ,ESTÉTICA,Janeiro,HECCUS,71.0
TATUAPÉ,ESTÉTICA,Janeiro,LIMPEZA DE PELE,154.0
TATUAPÉ,ESTÉTICA,Janeiro,PEELING DE DIAMANTE,7.0
TATUAPÉ,ESTÉTICA,Janeiro,PRÓ- SHAPE,30.0
TATUAPÉ,ESTÉTICA,Janeiro,RADIOFREQUÊNCIA,5.0
TATUAPÉ,ESTÉTICA,Julho,CARBOXITERAPIA,142.0
TATUAPÉ,ESTÉTICA,Julho,CRIOLIPÓLISE,27.0
TATUAPÉ,ESTÉTICA,Julho,DRENAGEM,50.0
TATUAPÉ,ESTÉTICA,Julho,DRENAGEM 30 MIN,20.0
TATUAPÉ,ESTÉTICA,Julho,HECCUS,70.0
TATUAPÉ,ESTÉTICA,Julho,HIDRATAÇÃO,2.0
TATUAPÉ,ESTÉTICA,Julho,LIMPEZA DE PELE,129.0
TATUAPÉ,ESTÉTICA,Julho,PRÓ-SHAPE,22.0
TATUAPÉ,ESTÉTICA,Julho,RADIOFREQUÊNCIA,5.0
TATUAPÉ,ESTÉTICA,Junho,CARBOXITERAPIA,24.0
TATUAPÉ,ESTÉTICA,Junho,CRIOLIPÓLISE,18.0
TATUAPÉ,ESTÉTICA,Junho,DRENAGEM,57.0
TATUAPÉ,ESTÉTICA,Junho,DRENAGEM 30 MIN,20.0
TATUAPÉ,ESTÉTICA,Junho,HECCUS,8.0
TATUAPÉ,ESTÉTICA,Junho,LIMPEZA DE PELE,122.0
TATUAPÉ,ESTÉTICA,Junho,RADIOFREQUÊNCIA,11.0
TATUAPÉ,ESTÉTICA,Maio,CARBOXITERAPIA,16.0
TATUAPÉ,ESTÉTICA,Maio,CRIOLIPÓLISE,9.0
TATUAPÉ,ESTÉTICA,Maio,DRENAGEM,132.0
TATUAPÉ,ESTÉTICA,Maio,DRENAGEM 30 MIN,24.0
TATUAPÉ,ESTÉTICA,Maio,HECCUS,12.0
TATUAPÉ,ESTÉTICA,Maio,HIDRATAÇÃO,1.0
TATUAPÉ,ESTÉTICA,Maio,LIMPEZA DE PELE,108.0
TATUAPÉ,ESTÉTICA,Maio,PRÓ- SHAPE,21.0
TATUAPÉ,ESTÉTICA,Maio,RADIOFREQUÊNCIA,13.0
TATUAPÉ,ESTÉTICA,Março,CRIOLIPÓLISE,12.0
TATUAPÉ,ESTÉTICA,Março,DRENAGEM,79.0
TATUAPÉ,ESTÉTICA,Março,DRENAGEM 30 MIN,5.0
TATUAPÉ,ESTÉTICA,Março,HECCUS,28.0
TATUAPÉ,ESTÉTICA,Março,LIMPEZA DE PELE,143.0
TATUAPÉ,ESTÉTICA,Março,PEELING DE DIAMANTE,3.0
TATUAPÉ,ESTÉTICA,Março,PRÓ-SHAPE,10.0
TATUAPÉ,ESTÉTICA,Março,RADIOFREQUÊNCIA,8.0
TATUAPÉ,ESTÉTICA,Novembro,CARBOXITERAPIA,130.0
TATUAPÉ,ESTÉTICA,Novembro,CRIOLIPÓLISE,36.0
TATUAPÉ,ESTÉTICA,Novembro,DRENAGEM,121.0
TATUAPÉ,ESTÉTICA,Novembro,DRENAGEM 30 MIN,20.0
TATUAPÉ,ESTÉTICA,Novembro,HECCUS,25.0
TATUAPÉ,ESTÉTICA,Novembro,LIMPEZA DE PELE,494.0
TATUAPÉ,ESTÉTICA,Novembro,PEELING DE DIAMANTE,4.0
TATUAPÉ,ESTÉTICA,Novembro,PRÓ- SHAPE,10.0
TATUAPÉ,ESTÉTICA,Novembro,RADIOFREQUÊNCIA,20.0
TATUAPÉ,ESTÉTICA,Outubro,CARBOXITERAPIA,88.0
TATUAPÉ,ESTÉTICA,Outubro,CRIOLIPÓLISE,21.0
TATUAPÉ,ESTÉTICA,Outubro,DRENAGEM,71.0
TATUAPÉ,ESTÉTICA,Outubro,DRENAGEM 30 MIN,15.0
TATUAPÉ,ESTÉTICA,Outubro,HECCUS,39.0
TATUAPÉ,ESTÉTICA,Outubro,HIDRATAÇÃO,2.0
TATUAPÉ,ESTÉTICA,Outubro,LIMPEZA DE PELE,99.0
TATUAPÉ,ESTÉTICA,Outubro,PEELING DE DIAMANTE,1.0
TATUAPÉ,ESTÉTICA,Outubro,PRÓ-SHAPE,18.0
TATUAPÉ,ESTÉTICA,Outubro,RADIOFREQUÊNCIA,20.0
TATUAPÉ,ESTÉTICA,Setembro,CARBOXITERAPIA,46.0
TATUAPÉ,ESTÉTICA,Setembro,CRIOLIPÓLISE,15.0
TATUAPÉ,ESTÉTICA,Setembro,DRENAGEM,166.0
TATUAPÉ,ESTÉTICA,Setembro,DRENAGEM 30 MIN,1.0
TATUAPÉ,ESTÉTICA,Setembro,HECCUS,45.0
TATUAPÉ,ESTÉTICA,Setembro,HIDRATAÇÃO,1.0
TATUAPÉ,ESTÉTICA,Setembro,LIMPEZA DE PELE,71.0
TATUAPÉ,ESTÉTICA,Setembro,PEELING DE DIAMANTE,2.0
TATUAPÉ,ESTÉTICA,Setembro,PRÓ- SHAPE,34.0
TATUAPÉ,ESTÉTICA,Setembro,RADIOFREQUÊNCIA,20.0
TATUAPÉ,LAVIEEN,Agosto,LAVIEEN,81.0
TATUAPÉ,LAVIEEN,Agosto,PRÓ-SÉRUM,29.0
TATUAPÉ,LAVIEEN,Fevereiro,LAVIEEN,72.0
TATUAPÉ,LAVIEEN,Janeiro,LAVIEEN,75.0
TATUAPÉ,LAVIEEN,Julho,LAVIEEN,68.0
TATUAPÉ,LAVIEEN,Julho,PRÓ-SÉRUM,22.0
TATUAPÉ,LAVIEEN,Junho,LAVIEEN,52.0
TATUAPÉ,LAVIEEN,Junho,PRÓ-SÉRUM,13.0
TATUAPÉ,LAVIEEN,Maio,LAVIEEN,55.0
TATUAPÉ,LAVIEEN,Maio,PRÓ-SÉRUM,27.0
TATUAPÉ,LAVIEEN,Março,LAVIEEN,77.0
TATUAPÉ,LAVIEEN,Novembro,LAVIEEN,196.0
TATUAPÉ,LAVIEEN,Novembro,PRÓ-SÉRUM,43.0
TATUAPÉ,LAVIEEN,Outubro,LAVIEEN,120.0
TATUAPÉ,LAVIEEN,Outubro,PRÓ-SÉRUM,51.0
TATUAPÉ,LAVIEEN,Setembro,LAVIEEN,86.0
TATUAPÉ,LAVIEEN,Setembro,PRÓ-SÉRUM,44.0
TATUAPÉ,MEDICINA ESTÉTICA,Agosto,BOTOX LIGHT,11.0
TATUAPÉ,MEDICINA ESTÉTICA,Agosto,BOTOX POWER,55.0
TATUAPÉ,MEDICINA ESTÉTICA,Agosto,DERMAROLLER,10.0
TATUAPÉ,MEDICINA ESTÉTICA,Agosto,PEELING QUÍMICO,12.0
TATUAPÉ,MEDICINA ESTÉTICA,Agosto,PREENCHIMENTO,62.0
TATUAPÉ,MEDICINA ESTÉTICA,Agosto,PRÓ-BELLA,10.0
TATUAPÉ,MEDICINA ESTÉTICA,Agosto,PRÓ-LIPO,34.0
TATUAPÉ,MEDICINA ESTÉTICA,Agosto,RADIESSE,8.0
TATUAPÉ,MEDICINA ESTÉTICA,Agosto,SCULPTRA,27.0
TATUAPÉ,MEDICINA ESTÉTICA,Agosto,SECAGEM,2.0
TATUAPÉ,MEDICINA ESTÉTICA,Fevereiro,BOTOX LIGHT,7.0
TATUAPÉ,MEDICINA ESTÉTICA,Fevereiro,BOTOX POWER,41.0
TATUAPÉ,MEDICINA ESTÉTICA,Fevereiro,CO2 ROSTO,3.0
TATUAPÉ,MEDICINA ESTÉTICA,Fevereiro,DERMAROLLER,3.0
TATUAPÉ,MEDICINA ESTÉTICA,Fevereiro,PEELING QUÍMICO,90.0
TATUAPÉ,MEDICINA ESTÉTICA,Fevereiro,PREENCHIMENTO,41.0
TATUAPÉ,MEDICINA ESTÉTICA,Fevereiro,PRÓ-LIPO,46.0
TATUAPÉ,MEDICINA ESTÉTICA,Fevereiro,RADIESSE,2.0
TATUAPÉ,MEDICINA ESTÉTICA,Fevereiro,SCULPTRA,13.0
TATUAPÉ,MEDICINA ESTÉTICA,Fevereiro,SECAGEM,5.0
TATUAPÉ,MEDICINA ESTÉTICA,Janeiro,BOTOX LIGHT,11.0
TATUAPÉ,MEDICINA ESTÉTICA,Janeiro,BOTOX POWER,32.0
TATUAPÉ,MEDICINA ESTÉTICA,Janeiro,CO2 ROSTO,2.0
TATUAPÉ,MEDICINA ESTÉTICA,Janeiro,DERMAROLLER,5.0
TATUAPÉ,MEDICINA ESTÉTICA,Janeiro,PEELING QUÍMICO,63.0
TATUAPÉ,MEDICINA ESTÉTICA,Janeiro,PREENCHIMENTO,69.0
TATUAPÉ,MEDICINA ESTÉTICA,Janeiro,PRÓ-BELLA,7.0
TATUAPÉ,MEDICINA ESTÉTICA,Janeiro,PRÓ-LIPO,83.0
TATUAPÉ,MEDICINA ESTÉTICA,Janeiro,PRÓ-MESO,3.0
TATUAPÉ,MEDICINA ESTÉTICA,Janeiro,RADIESSE,13.0
